"Team","Quarter1","Quarter2","Quarter3","Quarter4","GameCode","SeasonCode"
"OLYMPIACOS PIRAEUS",23,15,18,16,6,243,"E2017"
"ZALGIRIS KAUNAS",12,20,21,19,15,243,"E2017"
"FENERBAHCE DOGUS ISTANBUL",21,22,22,17,244,"E2017"
"KIROLBET BASKONIA VITORIA GASTEIZ",11,15,26,21,244,"E2017"
"CSKA MOSCOW",24,19,25,21,245,"E2017"
"KHIMKI MOSCOW REGION",22,23,21,18,245,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",21,19,21,21,246,"E2017"
"REAL MADRID",16,20,32,21,246,"E2017"
"OLYMPIACOS PIRAEUS",17,24,13,25,247,"E2017"
"ZALGIRIS KAUNAS",15,17,22,14,247,"E2017"
"FENERBAHCE DOGUS ISTANBUL",25,28,18,24,248,"E2017"
"KIROLBET BASKONIA VITORIA GASTEIZ",23,26,19,21,248,"E2017"
"KHIMKI MOSCOW REGION",17,27,16,19,249,"E2017"
"CSKA MOSCOW",15,27,15,16,249,"E2017"
"REAL MADRID",17,23,17,24,250,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",17,17,19,21,250,"E2017"
"ZALGIRIS KAUNAS",21,26,20,13,251,"E2017"
"OLYMPIACOS PIRAEUS",19,17,14,10,251,"E2017"
"KIROLBET BASKONIA VITORIA GASTEIZ",19,28,20,21,252,"E2017"
"FENERBAHCE DOGUS ISTANBUL",20,18,28,17,252,"E2017"
"KHIMKI MOSCOW REGION",25,19,21,23,253,"E2017"
"CSKA MOSCOW",32,25,14,18,253,"E2017"
"REAL MADRID",19,32,27,11,254,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",14,21,25,22,254,"E2017"
"ZALGIRIS KAUNAS",23,28,27,23,255,"E2017"
"OLYMPIACOS PIRAEUS",22,15,19,35,255,"E2017"
"KIROLBET BASKONIA VITORIA GASTEIZ",19,13,30,21,256,"E2017"
"FENERBAHCE DOGUS ISTANBUL",25,23,24,20,256,"E2017"
"CSKA MOSCOW",30,16,10,27,257,"E2017"
"REAL MADRID",20,27,16,29,257,"E2017"
"FENERBAHCE DOGUS ISTANBUL",19,20,15,22,258,"E2017"
"ZALGIRIS KAUNAS",13,20,17,17,258,"E2017"
"CSKA MOSCOW",19,16,13,29,259,"E2017"
"ZALGIRIS KAUNAS",22,19,28,10,259,"E2017"
"REAL MADRID",21,17,25,22,260,"E2017"
"FENERBAHCE DOGUS ISTANBUL",17,23,15,25,260,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",24,20,8,18,1,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",17,13,16,27,1,"E2016"
"EA7 EMPORIO ARMANI MILAN",25,19,28,27,2,"E2016"
"MACCABI FOX TEL AVIV",24,20,21,32,2,"E2016"
"GALATASARAY ODEABANK ISTANBUL",18,27,26,13,3,"E2016"
"CSKA MOSCOW",27,30,24,28,3,"E2016"
"REAL MADRID",24,18,20,21,4,"E2016"
"OLYMPIACOS PIRAEUS",17,23,13,12,4,"E2016"
"FENERBAHCE ISTANBUL",18,18,17,14,5,"E2016"
"BROSE BAMBERG",22,11,18,15,5,"E2016"
"BASKONIA VITORIA GASTEIZ",25,24,19,17,6,"E2016"
"ANADOLU EFES ISTANBUL",27,24,22,11,6,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",20,17,14,33,7,"E2016"
"ZALGIRIS KAUNAS",15,15,22,24,7,"E2016"
"UNICS KAZAN",21,15,15,12,8,"E2016"
"FC BARCELONA LASSA",23,11,9,26,8,"E2016"
"BROSE BAMBERG",19,22,19,29,9,"E2016"
"UNICS KAZAN",17,27,23,19,9,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",23,18,17,22,10,"E2016"
"EA7 EMPORIO ARMANI MILAN",24,22,14,21,10,"E2016"
"MACCABI FOX TEL AVIV",16,17,24,25,11,"E2016"
"REAL MADRID",20,26,16,27,11,"E2016"
"OLYMPIACOS PIRAEUS",28,13,21,28,12,"E2016"
"ANADOLU EFES ISTANBUL",16,17,20,13,12,"E2016"
"CSKA MOSCOW",22,13,22,24,13,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",19,11,28,19,13,"E2016"
"FC BARCELONA LASSA",19,17,15,21,14,"E2016"
"FENERBAHCE ISTANBUL",21,19,13,20,14,"E2016"
"GALATASARAY ODEABANK ISTANBUL",30,17,20,16,15,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",17,30,22,16,15,"E2016"
"ZALGIRIS KAUNAS",20,14,27,17,16,"E2016"
"BASKONIA VITORIA GASTEIZ",23,17,21,12,16,"E2016"
"ANADOLU EFES ISTANBUL",23,14,26,24,17,"E2016"
"CSKA MOSCOW",26,23,20,24,17,"E2016"
"OLYMPIACOS PIRAEUS",25,21,24,21,18,"E2016"
"EA7 EMPORIO ARMANI MILAN",19,22,20,20,18,"E2016"
"REAL MADRID",19,24,23,21,19,"E2016"
"BASKONIA VITORIA GASTEIZ",32,22,15,22,19,"E2016"
"UNICS KAZAN",29,18,12,28,20,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",28,18,19,29,20,"E2016"
"BROSE BAMBERG",15,22,26,20,21,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",20,22,20,22,21,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",9,31,20,16,22,"E2016"
"FC BARCELONA LASSA",16,15,17,17,22,"E2016"
"FENERBAHCE ISTANBUL",28,16,19,19,23,"E2016"
"ZALGIRIS KAUNAS",24,13,19,12,23,"E2016"
"MACCABI FOX TEL AVIV",18,26,25,29,24,"E2016"
"GALATASARAY ODEABANK ISTANBUL",24,23,18,27,24,"E2016"
"CSKA MOSCOW",23,24,21,30,25,"E2016"
"UNICS KAZAN",20,23,12,25,25,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",20,26,19,14,26,"E2016"
"ANADOLU EFES ISTANBUL",13,22,23,26,26,"E2016"
"EA7 EMPORIO ARMANI MILAN",20,21,25,24,27,"E2016"
"REAL MADRID",26,26,23,26,27,"E2016"
"BASKONIA VITORIA GASTEIZ",27,25,22,16,28,"E2016"
"OLYMPIACOS PIRAEUS",22,25,25,23,28,"E2016"
"FC BARCELONA LASSA",19,21,19,19,29,"E2016"
"BROSE BAMBERG",19,19,19,17,29,"E2016"
"GALATASARAY ODEABANK ISTANBUL",19,22,23,23,30,"E2016"
"FENERBAHCE ISTANBUL",22,26,22,33,30,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",23,23,15,9,31,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",14,11,16,18,31,"E2016"
"ZALGIRIS KAUNAS",16,16,25,17,32,"E2016"
"MACCABI FOX TEL AVIV",21,22,21,23,32,"E2016"
"FENERBAHCE ISTANBUL",15,24,23,11,33,"E2016"
"UNICS KAZAN",20,23,20,18,33,"E2016"
"MACCABI FOX TEL AVIV",18,16,13,22,34,"E2016"
"FC BARCELONA LASSA",20,20,18,21,34,"E2016"
"OLYMPIACOS PIRAEUS",21,7,23,24,35,"E2016"
"CSKA MOSCOW",25,19,22,15,35,"E2016"
"REAL MADRID",19,26,21,24,36,"E2016"
"GALATASARAY ODEABANK ISTANBUL",22,25,17,17,36,"E2016"
"ANADOLU EFES ISTANBUL",16,19,18,17,7,14,37,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",20,22,11,17,7,6,37,"E2016"
"BROSE BAMBERG",18,20,23,30,15,38,"E2016"
"EA7 EMPORIO ARMANI MILAN",21,25,18,27,11,38,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",15,13,20,15,39,"E2016"
"BASKONIA VITORIA GASTEIZ",22,15,22,11,39,"E2016"
"ZALGIRIS KAUNAS",25,10,21,24,40,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",15,11,35,22,40,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",23,17,20,12,41,"E2016"
"BROSE BAMBERG",17,23,10,20,41,"E2016"
"EA7 EMPORIO ARMANI MILAN",25,30,24,26,42,"E2016"
"ANADOLU EFES ISTANBUL",24,25,18,25,42,"E2016"
"FC BARCELONA LASSA",16,20,29,27,43,"E2016"
"ZALGIRIS KAUNAS",12,23,24,27,43,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",18,17,17,15,16,44,"E2016"
"MACCABI FOX TEL AVIV",12,16,15,24,8,44,"E2016"
"UNICS KAZAN",17,10,14,24,45,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",17,15,11,19,45,"E2016"
"CSKA MOSCOW",17,32,24,18,46,"E2016"
"REAL MADRID",26,12,30,22,46,"E2016"
"GALATASARAY ODEABANK ISTANBUL",14,24,25,26,47,"E2016"
"OLYMPIACOS PIRAEUS",20,14,23,30,47,"E2016"
"BASKONIA VITORIA GASTEIZ",14,27,26,19,48,"E2016"
"FENERBAHCE ISTANBUL",11,13,16,12,48,"E2016"
"ANADOLU EFES ISTANBUL",24,25,32,23,49,"E2016"
"UNICS KAZAN",26,28,20,25,49,"E2016"
"BROSE BAMBERG",14,15,32,17,50,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",11,27,20,21,50,"E2016"
"EA7 EMPORIO ARMANI MILAN",27,22,23,16,51,"E2016"
"BASKONIA VITORIA GASTEIZ",17,18,21,20,51,"E2016"
"MACCABI FOX TEL AVIV",15,28,23,21,52,"E2016"
"FENERBAHCE ISTANBUL",17,22,21,17,52,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",30,19,24,18,53,"E2016"
"CSKA MOSCOW",18,19,20,26,53,"E2016"
"OLYMPIACOS PIRAEUS",21,11,17,10,54,"E2016"
"FC BARCELONA LASSA",16,9,13,14,54,"E2016"
"REAL MADRID",21,32,19,15,55,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",23,27,18,16,55,"E2016"
"ZALGIRIS KAUNAS",20,29,20,18,56,"E2016"
"GALATASARAY ODEABANK ISTANBUL",20,17,14,24,56,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",14,23,17,29,57,"E2016"
"EA7 EMPORIO ARMANI MILAN",19,13,14,24,57,"E2016"
"FENERBAHCE ISTANBUL",17,26,21,24,58,"E2016"
"ANADOLU EFES ISTANBUL",25,17,19,19,58,"E2016"
"BASKONIA VITORIA GASTEIZ",16,16,23,26,59,"E2016"
"BROSE BAMBERG",23,24,16,11,59,"E2016"
"UNICS KAZAN",17,21,16,19,60,"E2016"
"MACCABI FOX TEL AVIV",25,16,20,13,60,"E2016"
"CSKA MOSCOW",19,21,27,28,61,"E2016"
"ZALGIRIS KAUNAS",21,20,28,17,61,"E2016"
"FC BARCELONA LASSA",17,14,15,17,62,"E2016"
"REAL MADRID",29,25,21,27,62,"E2016"
"GALATASARAY ODEABANK ISTANBUL",17,20,28,20,63,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",21,17,17,26,63,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",23,16,24,14,64,"E2016"
"OLYMPIACOS PIRAEUS",23,24,14,18,64,"E2016"
"ANADOLU EFES ISTANBUL",21,26,27,26,65,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",21,19,24,15,65,"E2016"
"EA7 EMPORIO ARMANI MILAN",17,19,27,7,66,"E2016"
"FENERBAHCE ISTANBUL",21,23,14,21,66,"E2016"
"OLYMPIACOS PIRAEUS",20,17,12,24,67,"E2016"
"MACCABI FOX TEL AVIV",24,20,21,15,67,"E2016"
"REAL MADRID",25,15,22,27,68,"E2016"
"UNICS KAZAN",17,20,18,20,68,"E2016"
"ZALGIRIS KAUNAS",18,29,24,15,69,"E2016"
"BROSE BAMBERG",22,17,16,17,69,"E2016"
"CSKA MOSCOW",17,32,34,29,70,"E2016"
"BASKONIA VITORIA GASTEIZ",27,19,23,15,70,"E2016"
"GALATASARAY ODEABANK ISTANBUL",17,22,22,17,71,"E2016"
"FC BARCELONA LASSA",16,19,13,16,71,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",21,25,18,22,72,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",16,18,26,20,72,"E2016"
"BROSE BAMBERG",16,14,28,30,73,"E2016"
"CSKA MOSCOW",17,24,20,29,73,"E2016"
"FENERBAHCE ISTANBUL",23,16,18,21,74,"E2016"
"REAL MADRID",19,21,17,20,74,"E2016"
"MACCABI FOX TEL AVIV",20,20,23,14,75,"E2016"
"ANADOLU EFES ISTANBUL",21,26,16,23,75,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",16,28,22,13,76,"E2016"
"ZALGIRIS KAUNAS",24,18,24,22,76,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",21,13,17,20,77,"E2016"
"OLYMPIACOS PIRAEUS",24,19,14,20,77,"E2016"
"FC BARCELONA LASSA",19,17,21,15,78,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",19,12,9,17,78,"E2016"
"BASKONIA VITORIA GASTEIZ",22,14,18,15,79,"E2016"
"GALATASARAY ODEABANK ISTANBUL",9,23,16,14,79,"E2016"
"UNICS KAZAN",35,22,16,27,80,"E2016"
"EA7 EMPORIO ARMANI MILAN",24,19,26,10,80,"E2016"
"EA7 EMPORIO ARMANI MILAN",23,15,16,10,81,"E2016"
"CSKA MOSCOW",21,15,30,13,81,"E2016"
"FENERBAHCE ISTANBUL",20,21,27,19,82,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",18,13,19,22,82,"E2016"
"MACCABI FOX TEL AVIV",16,14,22,18,83,"E2016"
"BROSE BAMBERG",20,26,16,23,83,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",20,19,25,21,84,"E2016"
"GALATASARAY ODEABANK ISTANBUL",13,18,14,13,84,"E2016"
"REAL MADRID",25,24,25,22,85,"E2016"
"ZALGIRIS KAUNAS",22,27,20,22,85,"E2016"
"ANADOLU EFES ISTANBUL",21,15,18,18,86,"E2016"
"FC BARCELONA LASSA",15,13,17,23,86,"E2016"
"BASKONIA VITORIA GASTEIZ",18,19,18,18,87,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",9,10,14,19,87,"E2016"
"OLYMPIACOS PIRAEUS",24,19,25,20,88,"E2016"
"UNICS KAZAN",16,12,14,17,88,"E2016"
"BROSE BAMBERG",23,25,23,20,89,"E2016"
"ANADOLU EFES ISTANBUL",22,19,23,19,89,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",19,23,23,18,90,"E2016"
"MACCABI FOX TEL AVIV",14,10,18,16,90,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",17,18,17,29,91,"E2016"
"REAL MADRID",20,11,13,24,91,"E2016"
"UNICS KAZAN",20,20,27,24,92,"E2016"
"BASKONIA VITORIA GASTEIZ",22,21,24,25,92,"E2016"
"ZALGIRIS KAUNAS",23,17,20,15,93,"E2016"
"OLYMPIACOS PIRAEUS",21,21,21,25,93,"E2016"
"CSKA MOSCOW",24,20,27,21,94,"E2016"
"FC BARCELONA LASSA",11,31,23,11,94,"E2016"
"GALATASARAY ODEABANK ISTANBUL",21,22,19,21,95,"E2016"
"EA7 EMPORIO ARMANI MILAN",15,17,27,21,95,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",23,18,20,20,96,"E2016"
"FENERBAHCE ISTANBUL",14,23,15,18,96,"E2016"
"ANADOLU EFES ISTANBUL",13,17,21,20,97,"E2016"
"ZALGIRIS KAUNAS",16,28,22,18,97,"E2016"
"OLYMPIACOS PIRAEUS",22,23,11,17,98,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",18,16,9,22,98,"E2016"
"REAL MADRID",24,23,25,23,99,"E2016"
"BROSE BAMBERG",9,16,15,32,99,"E2016"
"UNICS KAZAN",15,22,18,18,100,"E2016"
"GALATASARAY ODEABANK ISTANBUL",11,20,12,17,100,"E2016"
"EA7 EMPORIO ARMANI MILAN",21,8,13,30,101,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",16,24,24,22,101,"E2016"
"FENERBAHCE ISTANBUL",18,17,13,16,102,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",20,17,13,21,102,"E2016"
"BASKONIA VITORIA GASTEIZ",9,15,23,18,103,"E2016"
"FC BARCELONA LASSA",16,14,15,17,103,"E2016"
"MACCABI FOX TEL AVIV",31,15,13,17,104,"E2016"
"CSKA MOSCOW",16,26,16,22,104,"E2016"
"BROSE BAMBERG",23,25,11,23,105,"E2016"
"OLYMPIACOS PIRAEUS",13,17,20,18,105,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",20,23,19,20,106,"E2016"
"REAL MADRID",19,16,16,19,106,"E2016"
"GALATASARAY ODEABANK ISTANBUL",18,26,14,18,107,"E2016"
"ANADOLU EFES ISTANBUL",16,22,22,26,107,"E2016"
"ZALGIRIS KAUNAS",19,27,23,11,108,"E2016"
"UNICS KAZAN",23,20,15,30,108,"E2016"
"CSKA MOSCOW",23,18,18,16,4,109,"E2016"
"FENERBAHCE ISTANBUL",13,23,22,17,20,109,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",13,18,27,28,110,"E2016"
"MACCABI FOX TEL AVIV",22,26,13,23,110,"E2016"
"FC BARCELONA LASSA",32,17,23,17,111,"E2016"
"EA7 EMPORIO ARMANI MILAN",19,16,16,24,111,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",27,10,18,14,112,"E2016"
"BASKONIA VITORIA GASTEIZ",18,23,18,9,112,"E2016"
"ANADOLU EFES ISTANBUL",22,14,27,15,113,"E2016"
"REAL MADRID",21,16,24,19,113,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",27,21,16,14,114,"E2016"
"CSKA MOSCOW",14,20,22,11,114,"E2016"
"EA7 EMPORIO ARMANI MILAN",16,17,23,14,115,"E2016"
"ZALGIRIS KAUNAS",21,15,20,22,115,"E2016"
"BASKONIA VITORIA GASTEIZ",30,12,29,30,116,"E2016"
"MACCABI FOX TEL AVIV",24,16,24,24,116,"E2016"
"OLYMPIACOS PIRAEUS",18,22,18,13,117,"E2016"
"FENERBAHCE ISTANBUL",9,12,19,22,117,"E2016"
"FC BARCELONA LASSA",19,16,24,22,118,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",22,18,17,20,118,"E2016"
"GALATASARAY ODEABANK ISTANBUL",19,19,14,23,119,"E2016"
"BROSE BAMBERG",24,23,27,16,119,"E2016"
"UNICS KAZAN",13,22,28,20,120,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",19,25,21,16,120,"E2016"
"ANADOLU EFES ISTANBUL",22,20,24,18,121,"E2016"
"GALATASARAY ODEABANK ISTANBUL",18,18,23,14,121,"E2016"
"BROSE BAMBERG",18,22,19,26,122,"E2016"
"FC BARCELONA LASSA",17,14,16,18,122,"E2016"
"BASKONIA VITORIA GASTEIZ",25,28,24,25,123,"E2016"
"UNICS KAZAN",15,21,14,20,123,"E2016"
"MACCABI FOX TEL AVIV",29,24,14,26,124,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",14,22,35,21,124,"E2016"
"FENERBAHCE ISTANBUL",18,23,22,23,125,"E2016"
"EA7 EMPORIO ARMANI MILAN",19,21,18,21,125,"E2016"
"OLYMPIACOS PIRAEUS",17,21,17,22,126,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",11,26,13,19,126,"E2016"
"REAL MADRID",23,27,24,21,127,"E2016"
"CSKA MOSCOW",24,22,24,15,127,"E2016"
"ZALGIRIS KAUNAS",7,15,17,22,128,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",21,26,14,16,128,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",23,21,17,14,129,"E2016"
"FENERBAHCE ISTANBUL",23,19,17,14,129,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",20,27,30,21,130,"E2016"
"BASKONIA VITORIA GASTEIZ",24,22,22,21,130,"E2016"
"FC BARCELONA LASSA",20,13,21,13,131,"E2016"
"OLYMPIACOS PIRAEUS",17,12,27,13,131,"E2016"
"UNICS KAZAN",13,17,16,17,0,132,"E2016"
"BROSE BAMBERG",20,16,11,11,0,132,"E2016"
"CSKA MOSCOW",27,29,22,23,133,"E2016"
"EA7 EMPORIO ARMANI MILAN",9,16,21,18,133,"E2016"
"GALATASARAY ODEABANK ISTANBUL",17,23,25,22,134,"E2016"
"ZALGIRIS KAUNAS",17,17,23,22,134,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",21,17,12,20,22,135,"E2016"
"ANADOLU EFES ISTANBUL",13,19,18,20,11,135,"E2016"
"REAL MADRID",16,21,16,27,136,"E2016"
"MACCABI FOX TEL AVIV",21,15,20,19,136,"E2016"
"FC BARCELONA LASSA",16,17,30,26,137,"E2016"
"ANADOLU EFES ISTANBUL",15,19,19,25,137,"E2016"
"FENERBAHCE ISTANBUL",27,17,16,24,138,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",16,12,17,18,138,"E2016"
"MACCABI FOX TEL AVIV",17,17,20,13,139,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",16,17,15,23,139,"E2016"
"CSKA MOSCOW",21,23,25,16,140,"E2016"
"BROSE BAMBERG",17,16,15,16,140,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",23,10,18,20,141,"E2016"
"UNICS KAZAN",17,17,18,12,141,"E2016"
"EA7 EMPORIO ARMANI MILAN",23,26,22,21,142,"E2016"
"GALATASARAY ODEABANK ISTANBUL",21,18,21,27,142,"E2016"
"OLYMPIACOS PIRAEUS",24,26,26,16,143,"E2016"
"BASKONIA VITORIA GASTEIZ",17,11,15,19,143,"E2016"
"ZALGIRIS KAUNAS",17,16,20,6,144,"E2016"
"REAL MADRID",17,24,12,21,144,"E2016"
"GALATASARAY ODEABANK ISTANBUL",20,32,20,30,145,"E2016"
"MACCABI FOX TEL AVIV",16,23,13,11,145,"E2016"
"BASKONIA VITORIA GASTEIZ",15,12,22,20,146,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",25,25,20,17,146,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",15,21,18,17,147,"E2016"
"FC BARCELONA LASSA",13,16,17,19,147,"E2016"
"UNICS KAZAN",15,19,26,21,148,"E2016"
"FENERBAHCE ISTANBUL",22,17,29,18,148,"E2016"
"ANADOLU EFES ISTANBUL",25,17,22,29,149,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",19,19,18,25,149,"E2016"
"BROSE BAMBERG",21,26,22,20,150,"E2016"
"REAL MADRID",25,26,19,21,150,"E2016"
"EA7 EMPORIO ARMANI MILAN",15,26,26,32,151,"E2016"
"OLYMPIACOS PIRAEUS",21,20,20,22,151,"E2016"
"ZALGIRIS KAUNAS",20,18,19,22,152,"E2016"
"CSKA MOSCOW",20,25,16,13,152,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",20,19,18,15,153,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",14,19,23,10,153,"E2016"
"FC BARCELONA LASSA",20,23,20,16,154,"E2016"
"BASKONIA VITORIA GASTEIZ",21,32,30,10,154,"E2016"
"FENERBAHCE ISTANBUL",19,22,23,21,155,"E2016"
"GALATASARAY ODEABANK ISTANBUL",27,27,12,14,155,"E2016"
"MACCABI FOX TEL AVIV",16,17,12,15,156,"E2016"
"UNICS KAZAN",9,15,14,14,156,"E2016"
"CSKA MOSCOW",25,17,23,15,157,"E2016"
"ANADOLU EFES ISTANBUL",24,11,17,25,157,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",14,17,18,17,158,"E2016"
"ZALGIRIS KAUNAS",16,22,17,14,158,"E2016"
"OLYMPIACOS PIRAEUS",24,17,24,18,159,"E2016"
"BROSE BAMBERG",13,19,24,21,159,"E2016"
"REAL MADRID",22,24,23,25,160,"E2016"
"EA7 EMPORIO ARMANI MILAN",18,31,24,16,160,"E2016"
"BROSE BAMBERG",16,25,25,24,161,"E2016"
"MACCABI FOX TEL AVIV",21,22,10,22,161,"E2016"
"EA7 EMPORIO ARMANI MILAN",20,18,23,28,162,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",24,27,22,14,162,"E2016"
"FENERBAHCE ISTANBUL",15,21,24,17,163,"E2016"
"CSKA MOSCOW",14,26,11,20,163,"E2016"
"UNICS KAZAN",13,23,18,21,164,"E2016"
"OLYMPIACOS PIRAEUS",33,23,13,21,164,"E2016"
"ZALGIRIS KAUNAS",18,21,22,28,165,"E2016"
"FC BARCELONA LASSA",24,14,23,24,165,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",20,16,16,20,166,"E2016"
"ANADOLU EFES ISTANBUL",16,31,14,25,166,"E2016"
"GALATASARAY ODEABANK ISTANBUL",24,16,24,15,167,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",18,25,25,16,167,"E2016"
"BASKONIA VITORIA GASTEIZ",15,21,16,19,168,"E2016"
"REAL MADRID",16,23,20,20,168,"E2016"
"ANADOLU EFES ISTANBUL",15,25,29,21,169,"E2016"
"EA7 EMPORIO ARMANI MILAN",27,27,20,12,169,"E2016"
"MACCABI FOX TEL AVIV",22,24,23,16,170,"E2016"
"BASKONIA VITORIA GASTEIZ",18,21,16,29,170,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",27,15,20,19,171,"E2016"
"BROSE BAMBERG",19,22,13,18,171,"E2016"
"UNICS KAZAN",18,18,23,18,172,"E2016"
"REAL MADRID",17,26,14,24,172,"E2016"
"CSKA MOSCOW",33,25,19,25,173,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",26,20,18,16,173,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",10,24,13,25,174,"E2016"
"FENERBAHCE ISTANBUL",20,11,16,18,174,"E2016"
"FC BARCELONA LASSA",16,12,22,12,175,"E2016"
"GALATASARAY ODEABANK ISTANBUL",10,16,19,24,175,"E2016"
"OLYMPIACOS PIRAEUS",19,16,21,17,176,"E2016"
"ZALGIRIS KAUNAS",19,16,19,10,176,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",20,28,16,13,177,"E2016"
"GALATASARAY ODEABANK ISTANBUL",17,12,13,16,177,"E2016"
"CSKA MOSCOW",26,28,15,24,178,"E2016"
"MACCABI FOX TEL AVIV",14,34,12,21,178,"E2016"
"EA7 EMPORIO ARMANI MILAN",22,23,10,23,179,"E2016"
"FC BARCELONA LASSA",22,19,24,18,179,"E2016"
"FENERBAHCE ISTANBUL",22,18,7,20,180,"E2016"
"OLYMPIACOS PIRAEUS",22,12,22,8,180,"E2016"
"ANADOLU EFES ISTANBUL",23,24,26,23,181,"E2016"
"BASKONIA VITORIA GASTEIZ",21,17,22,25,181,"E2016"
"BROSE BAMBERG",22,23,23,18,182,"E2016"
"ZALGIRIS KAUNAS",28,21,18,24,182,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",24,15,13,31,183,"E2016"
"UNICS KAZAN",25,21,15,21,183,"E2016"
"REAL MADRID",30,23,22,26,184,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",14,23,23,23,184,"E2016"
"GALATASARAY ODEABANK ISTANBUL",25,24,24,14,185,"E2016"
"REAL MADRID",20,26,14,24,185,"E2016"
"BASKONIA VITORIA GASTEIZ",23,15,28,21,186,"E2016"
"EA7 EMPORIO ARMANI MILAN",20,17,16,21,186,"E2016"
"MACCABI FOX TEL AVIV",13,19,13,26,187,"E2016"
"OLYMPIACOS PIRAEUS",17,23,18,24,187,"E2016"
"ZALGIRIS KAUNAS",17,14,17,19,188,"E2016"
"FENERBAHCE ISTANBUL",19,11,25,21,188,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",17,26,13,18,189,"E2016"
"BROSE BAMBERG",9,20,14,17,189,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",17,18,18,24,190,"E2016"
