"Team","Quarter1","Quarter2","Quarter3","Quarter4","GameCode","SeasonCode"
"EA7 EMPORIO ARMANI MILAN",23,24,10,17,205,"E2023"
"FC BARCELONA",12,16,21,21,205,"E2023"
"PARTIZAN MOZZART BET BELGRADE",22,23,16,20,206,"E2023"
"ZALGIRIS KAUNAS",26,17,16,13,206,"E2023"
"BASKONIA VITORIA-GASTEIZ",13,16,19,14,207,"E2023"
"VALENCIA BASKET",16,29,13,19,207,"E2023"
"CRVENA ZVEZDA MERIDIANBET BELGRADE",11,28,22,21,208,"E2023"
"VALENCIA BASKET",12,18,19,15,208,"E2023"
"FC BAYERN MUNICH",25,31,26,12,18,209,"E2023"
"BASKONIA VITORIA-GASTEIZ",19,33,24,18,15,209,"E2023"
"LDLC ASVEL VILLEURBANNE",18,24,14,17,210,"E2023"
"FENERBAHCE BEKO ISTANBUL",16,23,28,16,210,"E2023"
"OLYMPIACOS PIRAEUS",20,25,33,23,211,"E2023"
"ALBA BERLIN",17,31,13,26,211,"E2023"
"REAL MADRID",29,23,28,26,212,"E2023"
"MACCABI PLAYTIKA TEL AVIV",18,27,28,28,212,"E2023"
"AS MONACO",14,30,21,20,213,"E2023"
"PARTIZAN MOZZART BET BELGRADE",16,22,23,9,213,"E2023"
"FC BARCELONA",20,21,20,23,214,"E2023"
"VIRTUS SEGAFREDO BOLOGNA",17,10,17,13,214,"E2023"
"PANATHINAIKOS AKTOR ATHENS",21,23,13,22,215,"E2023"
"EA7 EMPORIO ARMANI MILAN",16,12,13,21,215,"E2023"
"ZALGIRIS KAUNAS",34,24,18,20,216,"E2023"
"ANADOLU EFES ISTANBUL",14,23,22,11,216,"E2023"
"ALBA BERLIN",15,15,15,21,217,"E2023"
"VALENCIA BASKET",20,22,23,16,217,"E2023"
"FC BAYERN MUNICH",14,24,13,21,218,"E2023"
"OLYMPIACOS PIRAEUS",18,17,19,22,218,"E2023"
"REAL MADRID",24,21,17,24,219,"E2023"
"LDLC ASVEL VILLEURBANNE",18,17,15,29,219,"E2023"
"BASKONIA VITORIA-GASTEIZ",20,34,19,19,220,"E2023"
"MACCABI PLAYTIKA TEL AVIV",26,21,16,19,220,"E2023"
"ANADOLU EFES ISTANBUL",15,19,30,15,221,"E2023"
"EA7 EMPORIO ARMANI MILAN",15,28,7,23,221,"E2023"
"AS MONACO",21,15,19,21,222,"E2023"
"FENERBAHCE BEKO ISTANBUL",25,19,17,8,222,"E2023"
"CRVENA ZVEZDA MERIDIANBET BELGRADE",17,15,19,25,223,"E2023"
"FC BARCELONA",18,27,19,21,223,"E2023"
"VIRTUS SEGAFREDO BOLOGNA",19,16,27,26,224,"E2023"
"PARTIZAN MOZZART BET BELGRADE",19,12,27,26,224,"E2023"
"ZALGIRIS KAUNAS",25,19,20,16,225,"E2023"
"PANATHINAIKOS AKTOR ATHENS",25,13,18,12,225,"E2023"
"EA7 EMPORIO ARMANI MILAN",23,25,18,15,226,"E2023"
"REAL MADRID",19,10,25,22,226,"E2023"
"ANADOLU EFES ISTANBUL",29,21,27,28,227,"E2023"
"MACCABI PLAYTIKA TEL AVIV",27,24,24,16,227,"E2023"
"VALENCIA BASKET",19,20,9,17,228,"E2023"
"OLYMPIACOS PIRAEUS",21,19,20,18,228,"E2023"
"PARTIZAN MOZZART BET BELGRADE",23,22,18,15,229,"E2023"
"FC BAYERN MUNICH",26,15,18,20,229,"E2023"
"BASKONIA VITORIA-GASTEIZ",23,29,19,23,230,"E2023"
"LDLC ASVEL VILLEURBANNE",20,19,22,19,230,"E2023"
"CRVENA ZVEZDA MERIDIANBET BELGRADE",22,23,20,26,231,"E2023"
"ZALGIRIS KAUNAS",23,22,23,25,231,"E2023"
"FC BARCELONA",31,20,29,13,232,"E2023"
"ALBA BERLIN",26,13,12,26,232,"E2023"
"PANATHINAIKOS AKTOR ATHENS",13,25,19,17,233,"E2023"
"FENERBAHCE BEKO ISTANBUL",21,9,17,16,233,"E2023"
"VIRTUS SEGAFREDO BOLOGNA",16,19,19,24,234,"E2023"
"AS MONACO",21,24,15,21,234,"E2023"
"ALBA BERLIN",15,23,18,15,235,"E2023"
"MACCABI PLAYTIKA TEL AVIV",27,30,30,19,235,"E2023"
"PARTIZAN MOZZART BET BELGRADE",17,26,21,36,236,"E2023"
"ANADOLU EFES ISTANBUL",20,20,19,31,236,"E2023"
"REAL MADRID",24,12,25,25,237,"E2023"
"PANATHINAIKOS AKTOR ATHENS",18,27,22,30,237,"E2023"
"VIRTUS SEGAFREDO BOLOGNA",18,26,21,22,238,"E2023"
"VALENCIA BASKET",20,12,25,17,238,"E2023"
"ZALGIRIS KAUNAS",20,19,17,20,239,"E2023"
"OLYMPIACOS PIRAEUS",23,18,28,26,239,"E2023"
"FC BARCELONA",21,14,16,16,240,"E2023"
"AS MONACO",12,21,27,17,240,"E2023"
"FC BAYERN MUNICH",20,12,21,21,241,"E2023"
"CRVENA ZVEZDA MERIDIANBET BELGRADE",19,8,19,20,241,"E2023"
"FENERBAHCE BEKO ISTANBUL",32,23,23,33,242,"E2023"
"BASKONIA VITORIA-GASTEIZ",34,20,24,18,242,"E2023"
"LDLC ASVEL VILLEURBANNE",22,17,23,19,243,"E2023"
"EA7 EMPORIO ARMANI MILAN",13,22,21,21,243,"E2023"
"ANADOLU EFES ISTANBUL",26,27,35,21,244,"E2023"
"FC BAYERN MUNICH",28,21,16,21,244,"E2023"
"AS MONACO",25,21,23,29,245,"E2023"
"CRVENA ZVEZDA MERIDIANBET BELGRADE",17,21,22,20,245,"E2023"
"MACCABI PLAYTIKA TEL AVIV",21,21,14,27,246,"E2023"
"ZALGIRIS KAUNAS",21,19,22,14,246,"E2023"
"OLYMPIACOS PIRAEUS",21,16,20,17,247,"E2023"
"VIRTUS SEGAFREDO BOLOGNA",22,24,5,18,247,"E2023"
"REAL MADRID",15,18,25,21,248,"E2023"
"FENERBAHCE BEKO ISTANBUL",20,23,24,22,248,"E2023"
"VALENCIA BASKET",18,24,15,21,249,"E2023"
"FC BARCELONA",18,19,22,29,249,"E2023"
"EA7 EMPORIO ARMANI MILAN",22,19,23,21,250,"E2023"
"PARTIZAN MOZZART BET BELGRADE",21,19,27,16,250,"E2023"
"PANATHINAIKOS AKTOR ATHENS",20,18,21,26,251,"E2023"
"LDLC ASVEL VILLEURBANNE",17,19,14,17,251,"E2023"
"BASKONIA VITORIA-GASTEIZ",23,19,21,25,252,"E2023"
"ALBA BERLIN",10,24,13,24,252,"E2023"
"ALBA BERLIN",27,12,23,20,253,"E2023"
"AS MONACO",13,32,24,21,253,"E2023"
"FC BARCELONA",29,22,23,20,254,"E2023"
"PARTIZAN MOZZART BET BELGRADE",24,24,20,8,254,"E2023"
"OLYMPIACOS PIRAEUS",7,26,15,23,255,"E2023"
"PANATHINAIKOS AKTOR ATHENS",17,16,9,23,255,"E2023"
"BASKONIA VITORIA-GASTEIZ",19,29,21,19,256,"E2023"
"EA7 EMPORIO ARMANI MILAN",18,16,21,18,256,"E2023"
"CRVENA ZVEZDA MERIDIANBET BELGRADE",21,26,14,19,257,"E2023"
"MACCABI PLAYTIKA TEL AVIV",17,14,22,31,257,"E2023"
"FENERBAHCE BEKO ISTANBUL",22,35,28,33,258,"E2023"
"VALENCIA BASKET",19,18,24,27,258,"E2023"
"VIRTUS SEGAFREDO BOLOGNA",15,16,21,22,259,"E2023"
"REAL MADRID",23,21,17,28,259,"E2023"
"FC BAYERN MUNICH",18,15,17,14,260,"E2023"
"ZALGIRIS KAUNAS",10,11,16,21,260,"E2023"
"LDLC ASVEL VILLEURBANNE",19,27,19,19,261,"E2023"
"ANADOLU EFES ISTANBUL",16,23,13,28,261,"E2023"
"ALBA BERLIN",26,14,17,22,262,"E2023"
"REAL MADRID",16,20,22,28,262,"E2023"
"ANADOLU EFES ISTANBUL",26,22,18,19,263,"E2023"
"OLYMPIACOS PIRAEUS",21,16,24,11,263,"E2023"
"MACCABI PLAYTIKA TEL AVIV",23,24,19,32,264,"E2023"
"LDLC ASVEL VILLEURBANNE",21,28,20,21,264,"E2023"
"PARTIZAN MOZZART BET BELGRADE",23,21,25,18,265,"E2023"
"BASKONIA VITORIA-GASTEIZ",16,26,18,23,265,"E2023"
"ZALGIRIS KAUNAS",22,21,25,28,266,"E2023"
"VIRTUS SEGAFREDO BOLOGNA",22,27,14,18,266,"E2023"
"AS MONACO",20,24,23,13,267,"E2023"
"EA7 EMPORIO ARMANI MILAN",27,31,18,22,267,"E2023"
"CRVENA ZVEZDA MERIDIANBET BELGRADE",20,21,15,20,268,"E2023"
"PANATHINAIKOS AKTOR ATHENS",29,22,19,19,268,"E2023"
"FENERBAHCE BEKO ISTANBUL",23,23,16,26,269,"E2023"
"FC BARCELONA",11,14,32,17,269,"E2023"
"VALENCIA BASKET",28,17,12,13,270,"E2023"
"FC BAYERN MUNICH",15,22,19,12,270,"E2023"
"ANADOLU EFES ISTANBUL",23,30,12,20,271,"E2023"
"ALBA BERLIN",23,17,27,17,271,"E2023"
"OLYMPIACOS PIRAEUS",20,23,11,26,272,"E2023"
"LDLC ASVEL VILLEURBANNE",12,23,20,9,272,"E2023"
"PARTIZAN MOZZART BET BELGRADE",13,18,23,22,273,"E2023"
"REAL MADRID",13,20,35,20,273,"E2023"
"ZALGIRIS KAUNAS",25,23,23,23,274,"E2023"
"BASKONIA VITORIA-GASTEIZ",17,17,23,19,274,"E2023"
"AS MONACO",25,13,19,22,275,"E2023"
"VALENCIA BASKET",15,19,20,24,275,"E2023"
"EA7 EMPORIO ARMANI MILAN",28,15,16,18,276,"E2023"
"FENERBAHCE BEKO ISTANBUL",18,18,15,25,276,"E2023"
"CRVENA ZVEZDA MERIDIANBET BELGRADE",21,27,26,20,277,"E2023"
"VIRTUS SEGAFREDO BOLOGNA",23,19,23,14,277,"E2023"
"FC BAYERN MUNICH",21,14,27,12,278,"E2023"
"MACCABI PLAYTIKA TEL AVIV",22,26,15,26,278,"E2023"
"PANATHINAIKOS AKTOR ATHENS",20,14,26,29,279,"E2023"
"FC BARCELONA",23,23,15,20,279,"E2023"
"FC BAYERN MUNICH",19,11,23,26,280,"E2023"
"FC BARCELONA",25,22,24,16,280,"E2023"
"LDLC ASVEL VILLEURBANNE",12,28,21,16,281,"E2023"
"AS MONACO",23,21,12,31,281,"E2023"
"BASKONIA VITORIA-GASTEIZ",22,23,8,23,282,"E2023"
"ANADOLU EFES ISTANBUL",32,17,28,20,282,"E2023"
"MACCABI PLAYTIKA TEL AVIV",21,27,23,24,283,"E2023"
"VALENCIA BASKET",20,18,20,22,283,"E2023"
"PARTIZAN MOZZART BET BELGRADE",22,18,19,10,284,"E2023"
"OLYMPIACOS PIRAEUS",17,15,14,28,284,"E2023"
"ZALGIRIS KAUNAS",14,21,24,28,285,"E2023"
"EA7 EMPORIO ARMANI MILAN",17,20,17,19,285,"E2023"
"FENERBAHCE BEKO ISTANBUL",34,18,31,20,286,"E2023"
"ALBA BERLIN",18,22,13,15,286,"E2023"
"REAL MADRID",20,24,28,29,287,"E2023"
"CRVENA ZVEZDA MERIDIANBET BELGRADE",21,26,28,19,287,"E2023"
"VIRTUS SEGAFREDO BOLOGNA",16,23,20,20,288,"E2023"
"PANATHINAIKOS AKTOR ATHENS",28,23,14,16,288,"E2023"
"ALBA BERLIN",15,19,28,21,289,"E2023"
"PARTIZAN MOZZART BET BELGRADE",23,24,25,22,289,"E2023"
"AS MONACO",20,19,12,18,290,"E2023"
"ZALGIRIS KAUNAS",11,18,15,22,290,"E2023"
"CRVENA ZVEZDA MERIDIANBET BELGRADE",14,25,25,22,291,"E2023"
"OLYMPIACOS PIRAEUS",23,19,21,26,291,"E2023"
"FC BARCELONA",19,25,26,22,292,"E2023"
"MACCABI PLAYTIKA TEL AVIV",19,24,20,26,292,"E2023"
"VALENCIA BASKET",19,19,7,24,293,"E2023"
"LDLC ASVEL VILLEURBANNE",27,25,27,19,293,"E2023"
"EA7 EMPORIO ARMANI MILAN",22,24,27,17,294,"E2023"
"VIRTUS SEGAFREDO BOLOGNA",18,16,19,22,294,"E2023"
"FC BAYERN MUNICH",18,18,18,21,295,"E2023"
"PANATHINAIKOS AKTOR ATHENS",13,27,18,24,295,"E2023"
"FENERBAHCE BEKO ISTANBUL",13,23,16,28,296,"E2023"
"ANADOLU EFES ISTANBUL",16,16,19,31,296,"E2023"
"REAL MADRID",27,21,16,27,297,"E2023"
"BASKONIA VITORIA-GASTEIZ",17,25,23,30,297,"E2023"
"ANADOLU EFES ISTANBUL",15,30,31,24,298,"E2023"
"CRVENA ZVEZDA MERIDIANBET BELGRADE",11,20,13,11,298,"E2023"
"AS MONACO",29,23,20,17,299,"E2023"
"FC BAYERN MUNICH",14,16,30,25,299,"E2023"
"MACCABI PLAYTIKA TEL AVIV",27,25,25,15,300,"E2023"
"EA7 EMPORIO ARMANI MILAN",23,29,18,16,300,"E2023"
"PANATHINAIKOS AKTOR ATHENS",17,21,22,24,301,"E2023"
"ALBA BERLIN",23,14,26,12,301,"E2023"
"ZALGIRIS KAUNAS",9,16,17,20,302,"E2023"
"REAL MADRID",16,15,13,20,302,"E2023"
"VIRTUS SEGAFREDO BOLOGNA",22,31,21,17,303,"E2023"
"BASKONIA VITORIA-GASTEIZ",21,23,31,20,303,"E2023"
"LDLC ASVEL VILLEURBANNE",24,14,19,19,304,"E2023"
"FC BARCELONA",18,24,15,15,304,"E2023"
"OLYMPIACOS PIRAEUS",19,19,15,16,15,305,"E2023"
"FENERBAHCE BEKO ISTANBUL",19,15,18,17,12,305,"E2023"
"PARTIZAN MOZZART BET BELGRADE",15,20,23,21,306,"E2023"
"VALENCIA BASKET",21,16,15,14,306,"E2023"
"MACCABI PLAYTIKA TEL AVIV",28,27,31,27,307,"E2023"
"BASKONIA VITORIA-GASTEIZ",15,21,25,24,307,"E2023"
"ANADOLU EFES ISTANBUL",23,13,14,14,308,"E2023"
"VIRTUS SEGAFREDO BOLOGNA",21,14,13,19,308,"E2023"
"BASKONIA VITORIA-GASTEIZ",21,20,31,17,309,"E2023"
"VIRTUS SEGAFREDO BOLOGNA",22,19,16,20,309,"E2023"
"REAL MADRID",26,22,22,20,310,"E2023"
"BASKONIA VITORIA-GASTEIZ",17,20,16,21,310,"E2023"
"FC BARCELONA",18,17,19,21,311,"E2023"
"OLYMPIACOS PIRAEUS",19,25,17,16,311,"E2023"
"AS MONACO",26,20,15,20,10,312,"E2023"
"FENERBAHCE BEKO ISTANBUL",15,22,23,21,14,312,"E2023"
"PANATHINAIKOS AKTOR ATHENS",25,25,20,17,313,"E2023"
"MACCABI PLAYTIKA TEL AVIV",26,16,21,28,313,"E2023"
"REAL MADRID",23,23,28,27,314,"E2023"
"BASKONIA VITORIA-GASTEIZ",21,19,23,27,314,"E2023"
"FC BARCELONA",27,16,17,17,315,"E2023"
"OLYMPIACOS PIRAEUS",14,23,20,12,315,"E2023"
"AS MONACO",31,23,11,28,316,"E2023"
"FENERBAHCE BEKO ISTANBUL",21,29,24,14,316,"E2023"
"PANATHINAIKOS AKTOR ATHENS",20,31,20,24,317,"E2023"
"MACCABI PLAYTIKA TEL AVIV",28,11,21,19,317,"E2023"
"BASKONIA VITORIA-GASTEIZ",22,34,17,25,318,"E2023"
"REAL MADRID",22,30,20,30,318,"E2023"
"OLYMPIACOS PIRAEUS",13,24,14,20,9,319,"E2023"
"FC BARCELONA",13,19,25,14,11,319,"E2023"
"FENERBAHCE BEKO ISTANBUL",19,28,22,20,320,"E2023"
"AS MONACO",21,19,18,20,320,"E2023"
"MACCABI PLAYTIKA TEL AVIV",23,23,21,18,321,"E2023"
"PANATHINAIKOS AKTOR ATHENS",11,26,19,27,321,"E2023"
"OLYMPIACOS PIRAEUS",21,32,19,20,323,"E2023"
"FC BARCELONA",23,14,10,11,323,"E2023"
"FENERBAHCE BEKO ISTANBUL",15,18,14,15,324,"E2023"
"AS MONACO",11,19,18,17,324,"E2023"
"MACCABI PLAYTIKA TEL AVIV",29,21,19,19,325,"E2023"
"PANATHINAIKOS AKTOR ATHENS",26,23,25,21,325,"E2023"
"FC BARCELONA",12,15,13,19,327,"E2023"
"OLYMPIACOS PIRAEUS",9,16,15,23,327,"E2023"
"AS MONACO",15,25,15,15,9,328,"E2023"
"FENERBAHCE BEKO ISTANBUL",13,22,21,14,10,328,"E2023"
"PANATHINAIKOS AKTOR ATHENS",19,22,17,23,329,"E2023"
"MACCABI PLAYTIKA TEL AVIV",21,20,15,16,329,"E2023"
"REAL MADRID",28,28,15,16,330,"E2023"
"OLYMPIACOS PIRAEUS",10,27,21,18,330,"E2023"
"PANATHINAIKOS AKTOR ATHENS",22,16,18,17,331,"E2023"
"FENERBAHCE BEKO ISTANBUL",13,23,14,7,331,"E2023"
"OLYMPIACOS PIRAEUS",24,24,18,21,332,"E2023"
"FENERBAHCE BEKO ISTANBUL",16,21,25,22,332,"E2023"
"REAL MADRID",36,18,7,19,333,"E2023"
"PANATHINAIKOS AKTOR ATHENS",25,24,15,31,333,"E2023"
"PANATHINAIKOS ATHENS",22,15,14,17,1,"E2022"
"REAL MADRID",23,15,16,17,1,"E2022"
"LDLC ASVEL VILLEURBANNE",23,21,10,8,2,"E2022"
"EA7 EMPORIO ARMANI MILAN",14,27,15,13,2,"E2022"
"MACCABI PLAYTIKA TEL AVIV",30,16,25,13,3,"E2022"
"ZALGIRIS KAUNAS",27,21,17,18,3,"E2022"
"FC BAYERN MUNICH",19,15,12,16,4,"E2022"
"FENERBAHCE BEKO ISTANBUL",21,19,19,15,4,"E2022"
"VALENCIA BASKET",21,12,23,15,5,"E2022"
"CAZOO BASKONIA VITORIA-GASTEIZ",19,20,20,22,5,"E2022"
"ANADOLU EFES ISTANBUL",17,18,21,16,6,"E2022"
"CRVENA ZVEZDA MTS BELGRADE",14,20,16,9,6,"E2022"
"ALBA BERLIN",33,28,16,23,7,"E2022"
"PARTIZAN MOZZART BET BELGRADE",18,25,18,23,7,"E2022"
"FC BARCELONA",16,12,21,21,8,"E2022"
"OLYMPIACOS PIRAEUS",13,21,23,23,8,"E2022"
"VIRTUS SEGAFREDO BOLOGNA",18,16,11,21,9,"E2022"
"AS MONACO",18,22,23,20,9,"E2022"
"AS MONACO",12,24,22,24,13,10,"E2022"
"ANADOLU EFES ISTANBUL",20,15,25,22,10,10,"E2022"
"CRVENA ZVEZDA MTS BELGRADE",24,14,18,19,11,"E2022"
"PANATHINAIKOS ATHENS",18,24,15,20,11,"E2022"
"FC BARCELONA",24,16,23,12,12,"E2022"
"REAL MADRID",15,15,22,21,12,"E2022"
"VIRTUS SEGAFREDO BOLOGNA",24,10,22,10,13,"E2022"
"FC BAYERN MUNICH",16,16,19,12,13,"E2022"
"FENERBAHCE BEKO ISTANBUL",23,23,19,21,14,"E2022"
"MACCABI PLAYTIKA TEL AVIV",20,12,20,19,14,"E2022"
"OLYMPIACOS PIRAEUS",18,26,23,23,15,"E2022"
"ZALGIRIS KAUNAS",21,14,23,22,15,"E2022"
"EA7 EMPORIO ARMANI MILAN",12,18,21,19,4,16,"E2022"
"ALBA BERLIN",26,12,22,10,10,16,"E2022"
"CAZOO BASKONIA VITORIA-GASTEIZ",14,32,21,22,14,17,"E2022"
"PARTIZAN MOZZART BET BELGRADE",23,19,26,21,7,17,"E2022"
"VALENCIA BASKET",27,11,21,17,18,"E2022"
"LDLC ASVEL VILLEURBANNE",16,26,20,15,18,"E2022"
"ZALGIRIS KAUNAS",16,15,21,16,19,"E2022"
"VIRTUS SEGAFREDO BOLOGNA",24,14,15,12,19,"E2022"
"ANADOLU EFES ISTANBUL",21,24,23,23,20,"E2022"
"VALENCIA BASKET",20,25,21,26,20,"E2022"
"FENERBAHCE BEKO ISTANBUL",25,17,23,19,21,"E2022"
"LDLC ASVEL VILLEURBANNE",19,17,10,17,21,"E2022"
"MACCABI PLAYTIKA TEL AVIV",14,17,21,26,22,"E2022"
"AS MONACO",20,22,17,11,22,"E2022"
"FC BAYERN MUNICH",18,16,19,20,23,"E2022"
"FC BARCELONA",18,19,28,19,23,"E2022"
"PARTIZAN MOZZART BET BELGRADE",27,22,12,14,24,"E2022"
"EA7 EMPORIO ARMANI MILAN",17,24,21,18,24,"E2022"
"ALBA BERLIN",17,26,21,30,25,"E2022"
"PANATHINAIKOS ATHENS",9,24,12,20,25,"E2022"
"CAZOO BASKONIA VITORIA-GASTEIZ",23,19,17,33,26,"E2022"
"CRVENA ZVEZDA MTS BELGRADE",24,23,10,18,26,"E2022"
"REAL MADRID",21,17,24,25,27,"E2022"
"OLYMPIACOS PIRAEUS",20,17,26,26,27,"E2022"
"ZALGIRIS KAUNAS",20,24,11,18,28,"E2022"
"FC BARCELONA",19,16,21,16,28,"E2022"
"FENERBAHCE BEKO ISTANBUL",20,14,26,19,29,"E2022"
"VALENCIA BASKET",25,18,15,19,29,"E2022"
"MACCABI PLAYTIKA TEL AVIV",15,27,26,20,30,"E2022"
"LDLC ASVEL VILLEURBANNE",21,20,11,17,30,"E2022"
"FC BAYERN MUNICH",22,21,23,15,31,"E2022"
"EA7 EMPORIO ARMANI MILAN",16,21,26,20,31,"E2022"
"PARTIZAN MOZZART BET BELGRADE",27,24,18,21,32,"E2022"
"VIRTUS SEGAFREDO BOLOGNA",11,21,15,15,32,"E2022"
"ANADOLU EFES ISTANBUL",22,19,17,20,33,"E2022"
"ALBA BERLIN",23,14,23,14,33,"E2022"
"PANATHINAIKOS ATHENS",13,21,25,21,34,"E2022"
"AS MONACO",29,11,20,23,34,"E2022"
"REAL MADRID",25,14,15,18,35,"E2022"
"CRVENA ZVEZDA MTS BELGRADE",10,20,14,12,35,"E2022"
"CAZOO BASKONIA VITORIA-GASTEIZ",16,31,27,18,36,"E2022"
"OLYMPIACOS PIRAEUS",32,10,23,32,36,"E2022"
"MACCABI PLAYTIKA TEL AVIV",20,27,22,16,37,"E2022"
"PANATHINAIKOS ATHENS",17,25,17,15,37,"E2022"
"PARTIZAN MOZZART BET BELGRADE",20,24,16,27,38,"E2022"
"ZALGIRIS KAUNAS",22,14,21,19,38,"E2022"
"VALENCIA BASKET",23,27,22,15,39,"E2022"
"ALBA BERLIN",20,19,16,18,39,"E2022"
"OLYMPIACOS PIRAEUS",16,21,14,25,40,"E2022"
"AS MONACO",17,16,23,25,40,"E2022"
"REAL MADRID",24,21,19,27,41,"E2022"
"VIRTUS SEGAFREDO BOLOGNA",18,23,27,27,41,"E2022"
"CRVENA ZVEZDA MTS BELGRADE",28,16,21,13,42,"E2022"
"FC BAYERN MUNICH",17,26,14,15,42,"E2022"
"ANADOLU EFES ISTANBUL",27,17,18,17,43,"E2022"
"FENERBAHCE BEKO ISTANBUL",26,23,22,17,43,"E2022"
"FC BARCELONA",21,22,18,13,44,"E2022"
"EA7 EMPORIO ARMANI MILAN",21,8,12,15,44,"E2022"
"LDLC ASVEL VILLEURBANNE",24,24,25,14,45,"E2022"
"CAZOO BASKONIA VITORIA-GASTEIZ",10,20,22,9,45,"E2022"
"AS MONACO",17,21,21,26,46,"E2022"
"CRVENA ZVEZDA MTS BELGRADE",19,12,22,24,46,"E2022"
"PANATHINAIKOS ATHENS",16,25,23,25,47,"E2022"
"PARTIZAN MOZZART BET BELGRADE",31,23,14,23,47,"E2022"
"EA7 EMPORIO ARMANI MILAN",20,30,11,16,48,"E2022"
"REAL MADRID",23,24,20,16,48,"E2022"
"FC BAYERN MUNICH",18,20,24,19,49,"E2022"
"ANADOLU EFES ISTANBUL",18,21,22,17,49,"E2022"
"ZALGIRIS KAUNAS",13,19,22,34,50,"E2022"
"ALBA BERLIN",25,19,17,20,50,"E2022"
"FC BARCELONA",21,18,23,19,51,"E2022"
"FENERBAHCE BEKO ISTANBUL",19,17,13,31,51,"E2022"
"OLYMPIACOS PIRAEUS",28,19,24,11,52,"E2022"
"VALENCIA BASKET",22,12,24,25,52,"E2022"
"CAZOO BASKONIA VITORIA-GASTEIZ",35,28,27,26,53,"E2022"
"MACCABI PLAYTIKA TEL AVIV",20,22,25,20,53,"E2022"
"VIRTUS SEGAFREDO BOLOGNA",22,28,14,15,54,"E2022"
"LDLC ASVEL VILLEURBANNE",18,18,27,21,54,"E2022"
"ALBA BERLIN",15,24,19,19,55,"E2022"
"FC BAYERN MUNICH",26,19,23,11,55,"E2022"
"OLYMPIACOS PIRAEUS",22,23,23,19,56,"E2022"
"PARTIZAN MOZZART BET BELGRADE",14,24,16,4,56,"E2022"
"LDLC ASVEL VILLEURBANNE",24,22,21,9,57,"E2022"
"ZALGIRIS KAUNAS",22,28,19,24,57,"E2022"
"MACCABI PLAYTIKA TEL AVIV",20,23,18,18,58,"E2022"
"FC BARCELONA",23,17,22,24,58,"E2022"
"REAL MADRID",26,28,15,25,59,"E2022"
"ANADOLU EFES ISTANBUL",19,24,20,22,59,"E2022"
"FENERBAHCE BEKO ISTANBUL",24,18,24,27,60,"E2022"
"CRVENA ZVEZDA MTS BELGRADE",23,18,16,22,60,"E2022"
"PANATHINAIKOS ATHENS",22,16,29,31,61,"E2022"
"CAZOO BASKONIA VITORIA-GASTEIZ",18,25,16,24,61,"E2022"
"EA7 EMPORIO ARMANI MILAN",23,12,6,18,62,"E2022"
"VIRTUS SEGAFREDO BOLOGNA",12,27,14,11,62,"E2022"
"VALENCIA BASKET",20,21,23,25,63,"E2022"
"AS MONACO",20,20,14,30,63,"E2022"
"ANADOLU EFES ISTANBUL",16,29,21,30,64,"E2022"
"FC BARCELONA",22,19,16,29,64,"E2022"
"CRVENA ZVEZDA MTS BELGRADE",17,21,16,17,65,"E2022"
"LDLC ASVEL VILLEURBANNE",14,9,30,14,65,"E2022"
"FC BAYERN MUNICH",11,23,20,17,66,"E2022"
"OLYMPIACOS PIRAEUS",27,13,27,15,66,"E2022"
"VIRTUS SEGAFREDO BOLOGNA",24,18,24,23,67,"E2022"
"VALENCIA BASKET",8,17,17,17,67,"E2022"
"REAL MADRID",26,27,17,20,68,"E2022"
"ALBA BERLIN",20,17,15,20,68,"E2022"
"FENERBAHCE BEKO ISTANBUL",22,33,23,29,69,"E2022"
"PANATHINAIKOS ATHENS",25,15,15,22,69,"E2022"
"AS MONACO",20,28,10,21,70,"E2022"
"CAZOO BASKONIA VITORIA-GASTEIZ",24,21,18,11,70,"E2022"
"ZALGIRIS KAUNAS",16,18,15,22,71,"E2022"
"EA7 EMPORIO ARMANI MILAN",11,13,15,23,71,"E2022"
"PARTIZAN MOZZART BET BELGRADE",22,27,20,27,72,"E2022"
"MACCABI PLAYTIKA TEL AVIV",26,24,18,20,72,"E2022"
"AS MONACO",18,20,22,33,73,"E2022"
"FENERBAHCE BEKO ISTANBUL",21,24,34,17,73,"E2022"
"ALBA BERLIN",19,21,17,18,9,74,"E2022"
"CRVENA ZVEZDA MTS BELGRADE",20,17,18,20,13,74,"E2022"
"MACCABI PLAYTIKA TEL AVIV",22,21,20,27,75,"E2022"
"OLYMPIACOS PIRAEUS",20,25,24,15,75,"E2022"
"EA7 EMPORIO ARMANI MILAN",18,16,7,10,76,"E2022"
"ANADOLU EFES ISTANBUL",18,16,21,25,76,"E2022"
"VALENCIA BASKET",19,12,15,27,77,"E2022"
"REAL MADRID",31,10,18,21,77,"E2022"
"FC BARCELONA",17,22,25,15,78,"E2022"
"PARTIZAN MOZZART BET BELGRADE",21,11,17,19,78,"E2022"
"LDLC ASVEL VILLEURBANNE",15,18,20,21,79,"E2022"
"FC BAYERN MUNICH",25,17,11,22,79,"E2022"
"PANATHINAIKOS ATHENS",12,26,29,9,12,80,"E2022"
"VIRTUS SEGAFREDO BOLOGNA",21,20,21,14,9,80,"E2022"
"CAZOO BASKONIA VITORIA-GASTEIZ",21,21,22,29,81,"E2022"
"ZALGIRIS KAUNAS",20,24,14,15,81,"E2022"
