"Team","Quarter1","Quarter2","Quarter3","Quarter4","GameCode","SeasonCode"
"BASKONIA VITORIA GASTEIZ",27,43,67,84,201,"E2017"
"ZALGIRIS KAUNAS",19,33,45,64,201,"E2017"
"BROSE BAMBERG",22,44,69,88,202,"E2017"
"ANADOLU EFES ISTANBUL",22,41,55,79,202,"E2017"
"MACCABI FOX TEL AVIV",19,39,66,91,203,"E2017"
"KHIMKI MOSCOW REGION",21,44,65,94,203,"E2017"
"OLYMPIACOS PIRAEUS",17,38,52,63,204,"E2017"
"FC BARCELONA LASSA",22,40,63,90,204,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",23,50,79,106,205,"E2017"
"VALENCIA BASKET",23,48,67,90,205,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",17,36,54,77,206,"E2017"
"REAL MADRID",25,49,68,88,206,"E2017"
"FENERBAHCE DOGUS ISTANBUL",23,40,58,79,207,"E2017"
"CSKA MOSCOW",25,44,54,81,207,"E2017"
"UNICAJA MALAGA",24,44,60,79,208,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",18,32,58,90,208,"E2017"
"FENERBAHCE DOGUS ISTANBUL",16,45,74,87,209,"E2017"
"MACCABI FOX TEL AVIV",21,36,56,73,209,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",24,47,77,91,210,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",15,38,56,71,210,"E2017"
"VALENCIA BASKET",22,46,70,96,211,"E2017"
"REAL MADRID",21,40,60,88,211,"E2017"
"ZALGIRIS KAUNAS",17,31,54,77,212,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",16,34,50,65,212,"E2017"
"ANADOLU EFES ISTANBUL",29,49,61,73,213,"E2017"
"KHIMKI MOSCOW REGION",18,42,61,85,213,"E2017"
"BASKONIA VITORIA GASTEIZ",27,50,80,103,214,"E2017"
"BROSE BAMBERG",14,39,52,79,214,"E2017"
"CSKA MOSCOW",23,44,69,89,215,"E2017"
"OLYMPIACOS PIRAEUS",26,40,62,81,215,"E2017"
"UNICAJA MALAGA",19,49,76,95,216,"E2017"
"FC BARCELONA LASSA",25,46,68,91,216,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",17,31,41,63,217,"E2017"
"FENERBAHCE DOGUS ISTANBUL",22,40,65,80,217,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",23,43,65,89,218,"E2017"
"VALENCIA BASKET",17,40,68,93,218,"E2017"
"MACCABI FOX TEL AVIV",20,41,58,75,219,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",18,35,56,76,219,"E2017"
"REAL MADRID",19,41,65,88,220,"E2017"
"ZALGIRIS KAUNAS",16,44,62,81,220,"E2017"
"BROSE BAMBERG",28,55,77,93,221,"E2017"
"UNICAJA MALAGA",19,42,68,88,221,"E2017"
"FC BARCELONA LASSA",16,40,58,73,222,"E2017"
"BASKONIA VITORIA GASTEIZ",16,43,63,86,222,"E2017"
"KHIMKI MOSCOW REGION",17,37,58,73,223,"E2017"
"CSKA MOSCOW",29,53,68,90,223,"E2017"
"OLYMPIACOS PIRAEUS",30,49,70,89,224,"E2017"
"ANADOLU EFES ISTANBUL",15,42,57,82,224,"E2017"
"ANADOLU EFES ISTANBUL",19,34,67,83,225,"E2017"
"FC BARCELONA LASSA",23,55,81,107,225,"E2017"
"BASKONIA VITORIA GASTEIZ",22,38,56,83,226,"E2017"
"MACCABI FOX TEL AVIV",18,34,53,72,226,"E2017"
"BROSE BAMBERG",23,43,64,78,227,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",28,43,60,83,227,"E2017"
"KHIMKI MOSCOW REGION",18,38,53,64,228,"E2017"
"FENERBAHCE DOGUS ISTANBUL",20,37,59,73,228,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",20,39,57,79,229,"E2017"
"REAL MADRID",27,43,64,82,229,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",23,40,57,75,230,"E2017"
"VALENCIA BASKET",13,31,47,56,230,"E2017"
"UNICAJA MALAGA",19,47,54,74,87,231,"E2017"
"OLYMPIACOS PIRAEUS",22,33,56,74,85,231,"E2017"
"ZALGIRIS KAUNAS",23,48,64,85,232,"E2017"
"CSKA MOSCOW",18,42,60,73,232,"E2017"
"BASKONIA VITORIA GASTEIZ",18,32,51,79,233,"E2017"
"ANADOLU EFES ISTANBUL",13,33,60,81,233,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",27,55,69,87,95,234,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",18,42,61,87,96,234,"E2017"
"FC BARCELONA LASSA",31,54,72,86,235,"E2017"
"KHIMKI MOSCOW REGION",18,45,66,82,235,"E2017"
"FENERBAHCE DOGUS ISTANBUL",14,36,51,83,91,236,"E2017"
"UNICAJA MALAGA",22,47,59,83,99,236,"E2017"
"CSKA MOSCOW",23,37,64,92,237,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",24,44,63,81,237,"E2017"
"OLYMPIACOS PIRAEUS",25,43,59,80,85,238,"E2017"
"ZALGIRIS KAUNAS",10,31,56,80,86,238,"E2017"
"REAL MADRID",27,53,82,106,239,"E2017"
"BROSE BAMBERG",28,50,69,86,239,"E2017"
"VALENCIA BASKET",24,52,61,87,240,"E2017"
"MACCABI FOX TEL AVIV",18,39,57,84,240,"E2017"
"CSKA MOSCOW",25,46,72,98,241,"E2017"
"KHIMKI MOSCOW REGION",34,54,75,95,241,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",26,46,77,95,242,"E2017"
"REAL MADRID",13,30,44,67,242,"E2017"
"OLYMPIACOS PIRAEUS",23,38,56,72,78,243,"E2017"
"ZALGIRIS KAUNAS",12,32,53,72,87,243,"E2017"
"FENERBAHCE DOGUS ISTANBUL",21,43,65,82,244,"E2017"
"KIROLBET BASKONIA VITORIA GASTEIZ",11,26,52,73,244,"E2017"
"CSKA MOSCOW",24,43,68,89,245,"E2017"
"KHIMKI MOSCOW REGION",22,45,66,84,245,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",21,40,61,82,246,"E2017"
"REAL MADRID",16,36,68,89,246,"E2017"
"OLYMPIACOS PIRAEUS",17,41,54,79,247,"E2017"
"ZALGIRIS KAUNAS",15,32,54,68,247,"E2017"
"FENERBAHCE DOGUS ISTANBUL",25,53,71,95,248,"E2017"
"KIROLBET BASKONIA VITORIA GASTEIZ",23,49,68,89,248,"E2017"
"KHIMKI MOSCOW REGION",17,44,60,79,249,"E2017"
"CSKA MOSCOW",15,42,57,73,249,"E2017"
"REAL MADRID",17,40,57,81,250,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",17,34,53,74,250,"E2017"
"ZALGIRIS KAUNAS",21,47,67,80,251,"E2017"
"OLYMPIACOS PIRAEUS",19,36,50,60,251,"E2017"
"KIROLBET BASKONIA VITORIA GASTEIZ",19,47,67,88,252,"E2017"
"FENERBAHCE DOGUS ISTANBUL",20,38,66,83,252,"E2017"
"KHIMKI MOSCOW REGION",25,44,65,88,253,"E2017"
"CSKA MOSCOW",32,57,71,89,253,"E2017"
"REAL MADRID",19,51,78,89,254,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",14,35,60,82,254,"E2017"
"ZALGIRIS KAUNAS",23,51,78,101,255,"E2017"
"OLYMPIACOS PIRAEUS",22,37,56,91,255,"E2017"
"KIROLBET BASKONIA VITORIA GASTEIZ",19,32,62,83,256,"E2017"
"FENERBAHCE DOGUS ISTANBUL",25,48,72,92,256,"E2017"
"CSKA MOSCOW",30,46,56,83,257,"E2017"
"REAL MADRID",20,47,63,92,257,"E2017"
"FENERBAHCE DOGUS ISTANBUL",19,39,54,76,258,"E2017"
"ZALGIRIS KAUNAS",13,33,50,67,258,"E2017"
"CSKA MOSCOW",19,35,48,77,259,"E2017"
"ZALGIRIS KAUNAS",22,41,69,79,259,"E2017"
"REAL MADRID",21,38,63,85,260,"E2017"
"FENERBAHCE DOGUS ISTANBUL",17,40,55,80,260,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",24,44,52,70,1,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",17,30,46,73,1,"E2016"
"EA7 EMPORIO ARMANI MILAN",25,44,72,99,2,"E2016"
"MACCABI FOX TEL AVIV",24,44,65,97,2,"E2016"
"GALATASARAY ODEABANK ISTANBUL",18,45,71,84,3,"E2016"
"CSKA MOSCOW",27,57,81,109,3,"E2016"
"REAL MADRID",24,42,62,83,4,"E2016"
"OLYMPIACOS PIRAEUS",17,40,53,65,4,"E2016"
"FENERBAHCE ISTANBUL",18,36,53,67,5,"E2016"
"BROSE BAMBERG",22,33,51,66,5,"E2016"
"BASKONIA VITORIA GASTEIZ",25,49,68,85,6,"E2016"
"ANADOLU EFES ISTANBUL",27,51,73,84,6,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",20,37,51,84,7,"E2016"
"ZALGIRIS KAUNAS",15,30,52,76,7,"E2016"
"UNICS KAZAN",21,36,51,63,8,"E2016"
"FC BARCELONA LASSA",23,34,43,69,8,"E2016"
"BROSE BAMBERG",19,41,60,89,9,"E2016"
"UNICS KAZAN",17,44,67,86,9,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",23,41,58,80,10,"E2016"
"EA7 EMPORIO ARMANI MILAN",24,46,60,81,10,"E2016"
"MACCABI FOX TEL AVIV",16,33,57,82,11,"E2016"
"REAL MADRID",20,46,62,89,11,"E2016"
"OLYMPIACOS PIRAEUS",28,41,62,90,12,"E2016"
"ANADOLU EFES ISTANBUL",16,33,53,66,12,"E2016"
"CSKA MOSCOW",22,35,57,81,13,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",19,30,58,77,13,"E2016"
"FC BARCELONA LASSA",19,36,51,72,14,"E2016"
"FENERBAHCE ISTANBUL",21,40,53,73,14,"E2016"
"GALATASARAY ODEABANK ISTANBUL",30,47,67,83,15,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",17,47,69,85,15,"E2016"
"ZALGIRIS KAUNAS",20,34,61,78,16,"E2016"
"BASKONIA VITORIA GASTEIZ",23,40,61,73,16,"E2016"
"ANADOLU EFES ISTANBUL",23,37,63,87,17,"E2016"
"CSKA MOSCOW",26,49,69,93,17,"E2016"
"OLYMPIACOS PIRAEUS",25,46,70,91,18,"E2016"
"EA7 EMPORIO ARMANI MILAN",19,41,61,81,18,"E2016"
"REAL MADRID",19,43,66,87,19,"E2016"
"BASKONIA VITORIA GASTEIZ",32,54,69,91,19,"E2016"
"UNICS KAZAN",29,47,59,87,20,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",28,46,65,94,20,"E2016"
"BROSE BAMBERG",15,37,63,83,21,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",20,42,62,84,21,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",9,40,60,76,22,"E2016"
"FC BARCELONA LASSA",16,31,48,65,22,"E2016"
"FENERBAHCE ISTANBUL",28,44,63,82,23,"E2016"
"ZALGIRIS KAUNAS",24,37,56,68,23,"E2016"
"MACCABI FOX TEL AVIV",18,44,69,98,24,"E2016"
"GALATASARAY ODEABANK ISTANBUL",24,47,65,92,24,"E2016"
"CSKA MOSCOW",23,47,68,98,25,"E2016"
"UNICS KAZAN",20,43,55,80,25,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",20,46,65,79,26,"E2016"
"ANADOLU EFES ISTANBUL",13,35,58,84,26,"E2016"
"EA7 EMPORIO ARMANI MILAN",20,41,66,90,27,"E2016"
"REAL MADRID",26,52,75,101,27,"E2016"
"BASKONIA VITORIA GASTEIZ",27,52,74,90,28,"E2016"
"OLYMPIACOS PIRAEUS",22,47,72,95,28,"E2016"
"FC BARCELONA LASSA",19,40,59,78,29,"E2016"
"BROSE BAMBERG",19,38,57,74,29,"E2016"
"GALATASARAY ODEABANK ISTANBUL",19,41,64,87,30,"E2016"
"FENERBAHCE ISTANBUL",22,48,70,103,30,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",23,46,61,70,31,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",14,25,41,59,31,"E2016"
"ZALGIRIS KAUNAS",16,32,57,74,32,"E2016"
"MACCABI FOX TEL AVIV",21,43,64,87,32,"E2016"
"FENERBAHCE ISTANBUL",15,39,62,73,33,"E2016"
"UNICS KAZAN",20,43,63,81,33,"E2016"
"MACCABI FOX TEL AVIV",18,34,47,69,34,"E2016"
"FC BARCELONA LASSA",20,40,58,79,34,"E2016"
"OLYMPIACOS PIRAEUS",21,28,51,75,35,"E2016"
"CSKA MOSCOW",25,44,66,81,35,"E2016"
"REAL MADRID",19,45,66,90,36,"E2016"
"GALATASARAY ODEABANK ISTANBUL",22,47,64,81,36,"E2016"
"ANADOLU EFES ISTANBUL",16,35,53,70,77,91,37,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",20,42,53,70,77,83,37,"E2016"
"BROSE BAMBERG",18,38,61,91,106,38,"E2016"
"EA7 EMPORIO ARMANI MILAN",21,46,64,91,102,38,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",15,28,48,63,39,"E2016"
"BASKONIA VITORIA GASTEIZ",22,37,59,70,39,"E2016"
"ZALGIRIS KAUNAS",25,35,56,80,40,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",15,26,61,83,40,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",23,40,60,72,41,"E2016"
"BROSE BAMBERG",17,40,50,70,41,"E2016"
"EA7 EMPORIO ARMANI MILAN",25,55,79,105,42,"E2016"
"ANADOLU EFES ISTANBUL",24,49,67,92,42,"E2016"
"FC BARCELONA LASSA",16,36,65,92,43,"E2016"
"ZALGIRIS KAUNAS",12,35,59,86,43,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",18,35,52,67,83,44,"E2016"
"MACCABI FOX TEL AVIV",12,28,43,67,75,44,"E2016"
"UNICS KAZAN",17,27,41,65,45,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",17,32,43,62,45,"E2016"
"CSKA MOSCOW",17,49,73,91,46,"E2016"
"REAL MADRID",26,38,68,90,46,"E2016"
"GALATASARAY ODEABANK ISTANBUL",14,38,63,89,47,"E2016"
"OLYMPIACOS PIRAEUS",20,34,57,87,47,"E2016"
"BASKONIA VITORIA GASTEIZ",14,41,67,86,48,"E2016"
"FENERBAHCE ISTANBUL",11,24,40,52,48,"E2016"
"ANADOLU EFES ISTANBUL",24,49,81,104,49,"E2016"
"UNICS KAZAN",26,54,74,99,49,"E2016"
"BROSE BAMBERG",14,29,61,78,50,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",11,38,58,79,50,"E2016"
"EA7 EMPORIO ARMANI MILAN",27,49,72,88,51,"E2016"
"BASKONIA VITORIA GASTEIZ",17,35,56,76,51,"E2016"
"MACCABI FOX TEL AVIV",15,43,66,87,52,"E2016"
"FENERBAHCE ISTANBUL",17,39,60,77,52,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",30,49,73,91,53,"E2016"
"CSKA MOSCOW",18,37,57,83,53,"E2016"
"OLYMPIACOS PIRAEUS",21,32,49,59,54,"E2016"
"FC BARCELONA LASSA",16,25,38,52,54,"E2016"
"REAL MADRID",21,53,72,87,55,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",23,50,68,84,55,"E2016"
"ZALGIRIS KAUNAS",20,49,69,87,56,"E2016"
"GALATASARAY ODEABANK ISTANBUL",20,37,51,75,56,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",14,37,54,83,57,"E2016"
"EA7 EMPORIO ARMANI MILAN",19,32,46,70,57,"E2016"
"FENERBAHCE ISTANBUL",17,43,64,88,58,"E2016"
"ANADOLU EFES ISTANBUL",25,42,61,80,58,"E2016"
"BASKONIA VITORIA GASTEIZ",16,32,55,81,59,"E2016"
"BROSE BAMBERG",23,47,63,74,59,"E2016"
"UNICS KAZAN",17,38,54,73,60,"E2016"
"MACCABI FOX TEL AVIV",25,41,61,74,60,"E2016"
"CSKA MOSCOW",19,40,67,95,61,"E2016"
"ZALGIRIS KAUNAS",21,41,69,86,61,"E2016"
"FC BARCELONA LASSA",17,31,46,63,62,"E2016"
"REAL MADRID",29,54,75,102,62,"E2016"
"GALATASARAY ODEABANK ISTANBUL",17,37,65,85,63,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",21,38,55,81,63,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",23,39,63,77,64,"E2016"
"OLYMPIACOS PIRAEUS",23,47,61,79,64,"E2016"
"ANADOLU EFES ISTANBUL",21,47,74,100,65,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",21,40,64,79,65,"E2016"
"EA7 EMPORIO ARMANI MILAN",17,36,63,70,66,"E2016"
"FENERBAHCE ISTANBUL",21,44,58,79,66,"E2016"
"OLYMPIACOS PIRAEUS",20,37,49,73,67,"E2016"
"MACCABI FOX TEL AVIV",24,44,65,80,67,"E2016"
"REAL MADRID",25,40,62,89,68,"E2016"
"UNICS KAZAN",17,37,55,75,68,"E2016"
"ZALGIRIS KAUNAS",18,47,71,86,69,"E2016"
"BROSE BAMBERG",22,39,55,72,69,"E2016"
"CSKA MOSCOW",17,49,83,112,70,"E2016"
"BASKONIA VITORIA GASTEIZ",27,46,69,84,70,"E2016"
"GALATASARAY ODEABANK ISTANBUL",17,39,61,78,71,"E2016"
"FC BARCELONA LASSA",16,35,48,64,71,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",21,46,64,86,72,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",16,34,60,80,72,"E2016"
"BROSE BAMBERG",16,30,58,88,73,"E2016"
"CSKA MOSCOW",17,41,61,90,73,"E2016"
"FENERBAHCE ISTANBUL",23,39,57,78,74,"E2016"
"REAL MADRID",19,40,57,77,74,"E2016"
"MACCABI FOX TEL AVIV",20,40,63,77,75,"E2016"
"ANADOLU EFES ISTANBUL",21,47,63,86,75,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",16,44,66,79,76,"E2016"
"ZALGIRIS KAUNAS",24,42,66,88,76,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",21,34,51,71,77,"E2016"
"OLYMPIACOS PIRAEUS",24,43,57,77,77,"E2016"
"FC BARCELONA LASSA",19,36,57,72,78,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",19,31,40,57,78,"E2016"
"BASKONIA VITORIA GASTEIZ",22,36,54,69,79,"E2016"
"GALATASARAY ODEABANK ISTANBUL",9,32,48,62,79,"E2016"
"UNICS KAZAN",35,57,73,100,80,"E2016"
"EA7 EMPORIO ARMANI MILAN",24,43,69,79,80,"E2016"
"EA7 EMPORIO ARMANI MILAN",23,38,54,64,81,"E2016"
"CSKA MOSCOW",21,36,66,79,81,"E2016"
"FENERBAHCE ISTANBUL",20,41,68,87,82,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",18,31,50,72,82,"E2016"
"MACCABI FOX TEL AVIV",16,30,52,70,83,"E2016"
"BROSE BAMBERG",20,46,62,85,83,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",20,39,64,85,84,"E2016"
"GALATASARAY ODEABANK ISTANBUL",13,31,45,58,84,"E2016"
"REAL MADRID",25,49,74,96,85,"E2016"
"ZALGIRIS KAUNAS",22,49,69,91,85,"E2016"
"ANADOLU EFES ISTANBUL",21,36,54,72,86,"E2016"
"FC BARCELONA LASSA",15,28,45,68,86,"E2016"
"BASKONIA VITORIA GASTEIZ",18,37,55,73,87,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",9,19,33,52,87,"E2016"
"OLYMPIACOS PIRAEUS",24,43,68,88,88,"E2016"
"UNICS KAZAN",16,28,42,59,88,"E2016"
"BROSE BAMBERG",23,48,71,91,89,"E2016"
"ANADOLU EFES ISTANBUL",22,41,64,83,89,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",19,42,65,83,90,"E2016"
"MACCABI FOX TEL AVIV",14,24,42,58,90,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",17,35,52,81,91,"E2016"
"REAL MADRID",20,31,44,68,91,"E2016"
"UNICS KAZAN",20,40,67,91,92,"E2016"
"BASKONIA VITORIA GASTEIZ",22,43,67,92,92,"E2016"
"ZALGIRIS KAUNAS",23,40,60,75,93,"E2016"
"OLYMPIACOS PIRAEUS",21,42,63,88,93,"E2016"
"CSKA MOSCOW",24,44,71,92,94,"E2016"
"FC BARCELONA LASSA",11,42,65,76,94,"E2016"
"GALATASARAY ODEABANK ISTANBUL",21,43,62,83,95,"E2016"
"EA7 EMPORIO ARMANI MILAN",15,32,59,80,95,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",23,41,61,81,96,"E2016"
"FENERBAHCE ISTANBUL",14,37,52,70,96,"E2016"
"ANADOLU EFES ISTANBUL",13,30,51,71,97,"E2016"
"ZALGIRIS KAUNAS",16,44,66,84,97,"E2016"
"OLYMPIACOS PIRAEUS",22,45,56,73,98,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",18,34,43,65,98,"E2016"
"REAL MADRID",24,47,72,95,99,"E2016"
"BROSE BAMBERG",9,25,40,72,99,"E2016"
"UNICS KAZAN",15,37,55,73,100,"E2016"
"GALATASARAY ODEABANK ISTANBUL",11,31,43,60,100,"E2016"
"EA7 EMPORIO ARMANI MILAN",21,29,42,72,101,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",16,40,64,86,101,"E2016"
"FENERBAHCE ISTANBUL",18,35,48,64,102,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",20,37,50,71,102,"E2016"
"BASKONIA VITORIA GASTEIZ",9,24,47,65,103,"E2016"
"FC BARCELONA LASSA",16,30,45,62,103,"E2016"
"MACCABI FOX TEL AVIV",31,46,59,76,104,"E2016"
"CSKA MOSCOW",16,42,58,80,104,"E2016"
"BROSE BAMBERG",23,48,59,82,105,"E2016"
"OLYMPIACOS PIRAEUS",13,30,50,68,105,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",20,43,62,82,106,"E2016"
"REAL MADRID",19,35,51,70,106,"E2016"
"GALATASARAY ODEABANK ISTANBUL",18,44,58,76,107,"E2016"
"ANADOLU EFES ISTANBUL",16,38,60,86,107,"E2016"
"ZALGIRIS KAUNAS",19,46,69,80,108,"E2016"
"UNICS KAZAN",23,43,58,88,108,"E2016"
"CSKA MOSCOW",23,41,59,75,79,109,"E2016"
"FENERBAHCE ISTANBUL",13,36,58,75,95,109,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",13,31,58,86,110,"E2016"
"MACCABI FOX TEL AVIV",22,48,61,84,110,"E2016"
"FC BARCELONA LASSA",32,49,72,89,111,"E2016"
"EA7 EMPORIO ARMANI MILAN",19,35,51,75,111,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",27,37,55,69,112,"E2016"
"BASKONIA VITORIA GASTEIZ",18,41,59,68,112,"E2016"
"ANADOLU EFES ISTANBUL",22,36,63,78,113,"E2016"
"REAL MADRID",21,37,61,80,113,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",27,48,64,78,114,"E2016"
"CSKA MOSCOW",14,34,56,67,114,"E2016"
"EA7 EMPORIO ARMANI MILAN",16,33,56,70,115,"E2016"
"ZALGIRIS KAUNAS",21,36,56,78,115,"E2016"
"BASKONIA VITORIA GASTEIZ",30,42,71,101,116,"E2016"
"MACCABI FOX TEL AVIV",24,40,64,88,116,"E2016"
"OLYMPIACOS PIRAEUS",18,40,58,71,117,"E2016"
"FENERBAHCE ISTANBUL",9,21,40,62,117,"E2016"
"FC BARCELONA LASSA",19,35,59,81,118,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",22,40,57,77,118,"E2016"
"GALATASARAY ODEABANK ISTANBUL",19,38,52,75,119,"E2016"
"BROSE BAMBERG",24,47,74,90,119,"E2016"
"UNICS KAZAN",13,35,63,83,120,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",19,44,65,81,120,"E2016"
"ANADOLU EFES ISTANBUL",22,42,66,84,121,"E2016"
"GALATASARAY ODEABANK ISTANBUL",18,36,59,73,121,"E2016"
"BROSE BAMBERG",18,40,59,85,122,"E2016"
"FC BARCELONA LASSA",17,31,47,65,122,"E2016"
"BASKONIA VITORIA GASTEIZ",25,53,77,102,123,"E2016"
"UNICS KAZAN",15,36,50,70,123,"E2016"
"MACCABI FOX TEL AVIV",29,53,67,93,124,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",14,36,71,92,124,"E2016"
"FENERBAHCE ISTANBUL",18,41,63,86,125,"E2016"
"EA7 EMPORIO ARMANI MILAN",19,40,58,79,125,"E2016"
"OLYMPIACOS PIRAEUS",17,38,55,77,126,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",11,37,50,69,126,"E2016"
"REAL MADRID",23,50,74,95,127,"E2016"
"CSKA MOSCOW",24,46,70,85,127,"E2016"
"ZALGIRIS KAUNAS",7,22,39,61,128,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",21,47,61,77,128,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",23,44,61,75,129,"E2016"
"FENERBAHCE ISTANBUL",23,42,59,73,129,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",20,47,77,98,130,"E2016"
"BASKONIA VITORIA GASTEIZ",24,46,68,89,130,"E2016"
"FC BARCELONA LASSA",20,33,54,67,131,"E2016"
"OLYMPIACOS PIRAEUS",17,29,56,69,131,"E2016"
"UNICS KAZAN",13,30,46,63,63,132,"E2016"
"BROSE BAMBERG",20,36,47,58,58,132,"E2016"
"CSKA MOSCOW",27,56,78,101,133,"E2016"
"EA7 EMPORIO ARMANI MILAN",9,25,46,64,133,"E2016"
"GALATASARAY ODEABANK ISTANBUL",17,40,65,87,134,"E2016"
"ZALGIRIS KAUNAS",17,34,57,79,134,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",21,38,50,70,92,135,"E2016"
"ANADOLU EFES ISTANBUL",13,32,50,70,81,135,"E2016"
"REAL MADRID",16,37,53,80,136,"E2016"
"MACCABI FOX TEL AVIV",21,36,56,75,136,"E2016"
"FC BARCELONA LASSA",16,33,63,89,137,"E2016"
"ANADOLU EFES ISTANBUL",15,34,53,78,137,"E2016"
"FENERBAHCE ISTANBUL",27,44,60,84,138,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",16,28,45,63,138,"E2016"
"MACCABI FOX TEL AVIV",17,34,54,67,139,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",16,33,48,71,139,"E2016"
"CSKA MOSCOW",21,44,69,85,140,"E2016"
"BROSE BAMBERG",17,33,48,64,140,"E2016"
"DARUSSAFAKA DOGUS ISTANBUL",23,33,51,71,141,"E2016"
"UNICS KAZAN",17,34,52,64,141,"E2016"
"EA7 EMPORIO ARMANI MILAN",23,49,71,92,142,"E2016"
"GALATASARAY ODEABANK ISTANBUL",21,39,60,87,142,"E2016"
"OLYMPIACOS PIRAEUS",24,50,76,92,143,"E2016"
"BASKONIA VITORIA GASTEIZ",17,28,43,62,143,"E2016"
"ZALGIRIS KAUNAS",17,33,53,59,144,"E2016"
"REAL MADRID",17,41,53,74,144,"E2016"
"GALATASARAY ODEABANK ISTANBUL",20,52,72,102,145,"E2016"
"MACCABI FOX TEL AVIV",16,39,52,63,145,"E2016"
"BASKONIA VITORIA GASTEIZ",15,27,49,69,146,"E2016"
"CRVENA ZVEZDA MTS BELGRADE",25,50,70,87,146,"E2016"
"PANATHINAIKOS SUPERFOODS ATHENS",15,36,54,71,147,"E2016"
"FC BARCELONA LASSA",13,29,46,65,147,"E2016"
"UNICS KAZAN",15,34,60,81,148,"E2016"
"FENERBAHCE ISTANBUL",22,39,68,86,148,"E2016"
