"Team","Quarter1","Quarter2","Quarter3","Quarter4","GameCode","SeasonCode"
"PANATHINAIKOS OPAP ATHENS",18,41,58,82,251,"E2018"
"REAL MADRID",23,36,58,89,251,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",18,39,59,77,252,"E2018"
"CSKA MOSCOW",28,46,62,84,252,"E2018"
"ZALGIRIS KAUNAS",16,41,61,82,253,"E2018"
"FENERBAHCE BEKO ISTANBUL",30,49,72,99,253,"E2018"
"FC BARCELONA LASSA",15,36,63,82,254,"E2018"
"ANADOLU EFES ISTANBUL",22,38,50,72,254,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",22,48,71,83,255,"E2018"
"CSKA MOSCOW",20,39,68,92,255,"E2018"
"ANADOLU EFES ISTANBUL",23,47,61,80,256,"E2018"
"FC BARCELONA LASSA",28,42,57,71,256,"E2018"
"FENERBAHCE BEKO ISTANBUL",20,40,57,73,257,"E2018"
"ANADOLU EFES ISTANBUL",19,45,68,92,257,"E2018"
"CSKA MOSCOW",18,43,65,95,258,"E2018"
"REAL MADRID",22,45,73,90,258,"E2018"
"FENERBAHCE BEKO ISTANBUL",16,40,63,75,259,"E2018"
"REAL MADRID",24,38,69,94,259,"E2018"
"ANADOLU EFES ISTANBUL",20,42,62,83,260,"E2018"
"CSKA MOSCOW",29,44,68,91,260,"E2018"
"ANADOLU EFES ISTANBUL",19,36,56,74,1,"E2017"
"REAL MADRID",28,45,62,88,1,"E2017"
"BROSE BAMBERG",20,36,59,71,2,"E2017"
"MACCABI FOX TEL AVIV",14,37,55,88,2,"E2017"
"CSKA MOSCOW",16,38,65,93,3,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",30,48,64,84,3,"E2017"
"OLYMPIACOS PIRAEUS",16,41,60,75,4,"E2017"
"BASKONIA VITORIA GASTEIZ",12,33,49,64,4,"E2017"
"UNICAJA MALAGA",20,36,50,68,5,"E2017"
"FENERBAHCE DOGUS ISTANBUL",20,41,57,67,5,"E2017"
"FC BARCELONA LASSA",24,40,65,98,6,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",20,35,54,71,6,"E2017"
"KHIMKI MOSCOW REGION",18,43,59,75,7,"E2017"
"VALENCIA BASKET",17,36,57,70,7,"E2017"
"ZALGIRIS KAUNAS",15,43,53,78,8,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",13,40,57,76,8,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",24,44,62,90,9,"E2017"
"FC BARCELONA LASSA",13,32,57,82,9,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",21,38,54,80,86,10,"E2017"
"FENERBAHCE DOGUS ISTANBUL",23,37,64,80,92,10,"E2017"
"MACCABI FOX TEL AVIV",19,39,56,74,11,"E2017"
"BASKONIA VITORIA GASTEIZ",16,30,53,68,11,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",22,43,69,93,12,"E2017"
"BROSE BAMBERG",15,35,56,83,12,"E2017"
"REAL MADRID",20,45,56,82,13,"E2017"
"CSKA MOSCOW",15,33,53,69,13,"E2017"
"KHIMKI MOSCOW REGION",21,46,63,85,14,"E2017"
"ZALGIRIS KAUNAS",15,36,53,77,14,"E2017"
"OLYMPIACOS PIRAEUS",21,37,59,80,15,"E2017"
"UNICAJA MALAGA",11,33,47,75,15,"E2017"
"VALENCIA BASKET",19,38,66,78,16,"E2017"
"ANADOLU EFES ISTANBUL",13,38,48,71,16,"E2017"
"FC BARCELONA LASSA",21,39,54,75,17,"E2017"
"ZALGIRIS KAUNAS",24,45,62,81,17,"E2017"
"KHIMKI MOSCOW REGION",20,43,64,85,18,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",28,44,55,78,18,"E2017"
"MACCABI FOX TEL AVIV",18,33,45,68,19,"E2017"
"OLYMPIACOS PIRAEUS",18,35,51,69,19,"E2017"
"REAL MADRID",30,54,81,100,20,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",28,54,74,90,20,"E2017"
"BASKONIA VITORIA GASTEIZ",13,39,54,63,21,"E2017"
"VALENCIA BASKET",28,50,67,80,21,"E2017"
"CSKA MOSCOW",27,43,60,81,22,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",15,33,51,63,22,"E2017"
"FENERBAHCE DOGUS ISTANBUL",15,34,62,81,23,"E2017"
"ANADOLU EFES ISTANBUL",20,34,52,70,23,"E2017"
"UNICAJA MALAGA",22,35,58,76,24,"E2017"
"BROSE BAMBERG",24,39,54,80,24,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",19,39,62,87,25,"E2017"
"MACCABI FOX TEL AVIV",24,49,61,84,25,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",17,39,54,78,26,"E2017"
"FC BARCELONA LASSA",22,39,53,74,26,"E2017"
"OLYMPIACOS PIRAEUS",22,49,74,92,27,"E2017"
"KHIMKI MOSCOW REGION",20,40,55,75,27,"E2017"
"ZALGIRIS KAUNAS",16,31,50,66,28,"E2017"
"REAL MADRID",18,40,63,87,28,"E2017"
"ANADOLU EFES ISTANBUL",26,43,60,80,29,"E2017"
"CSKA MOSCOW",27,54,73,98,29,"E2017"
"BROSE BAMBERG",17,35,60,78,30,"E2017"
"BASKONIA VITORIA GASTEIZ",17,32,51,72,30,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",19,36,53,70,31,"E2017"
"FENERBAHCE DOGUS ISTANBUL",21,44,55,68,31,"E2017"
"VALENCIA BASKET",31,57,73,91,32,"E2017"
"UNICAJA MALAGA",11,25,42,53,32,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",18,34,53,69,33,"E2017"
"BROSE BAMBERG",30,43,59,75,33,"E2017"
"CSKA MOSCOW",22,51,69,94,34,"E2017"
"ZALGIRIS KAUNAS",19,36,62,91,34,"E2017"
"FENERBAHCE DOGUS ISTANBUL",20,38,57,79,35,"E2017"
"VALENCIA BASKET",18,30,49,66,35,"E2017"
"MACCABI FOX TEL AVIV",18,39,60,79,36,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",14,29,42,68,36,"E2017"
"REAL MADRID",23,39,59,80,37,"E2017"
"KHIMKI MOSCOW REGION",25,45,66,86,37,"E2017"
"ANADOLU EFES ISTANBUL",19,35,59,74,38,"E2017"
"UNICAJA MALAGA",25,35,53,79,38,"E2017"
"BASKONIA VITORIA GASTEIZ",27,47,63,85,39,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",24,45,67,84,39,"E2017"
"FC BARCELONA LASSA",14,32,49,73,40,"E2017"
"OLYMPIACOS PIRAEUS",14,26,41,51,40,"E2017"
"CSKA MOSCOW",20,43,73,94,41,"E2017"
"VALENCIA BASKET",19,38,54,67,41,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",20,31,41,62,42,"E2017"
"ZALGIRIS KAUNAS",25,50,70,94,42,"E2017"
"FC BARCELONA LASSA",15,35,57,85,43,"E2017"
"ANADOLU EFES ISTANBUL",26,42,67,89,43,"E2017"
"MACCABI FOX TEL AVIV",22,47,64,90,44,"E2017"
"REAL MADRID",30,42,66,83,44,"E2017"
"BROSE BAMBERG",16,33,46,57,45,"E2017"
"FENERBAHCE DOGUS ISTANBUL",21,43,54,80,45,"E2017"
"KHIMKI MOSCOW REGION",18,40,61,91,46,"E2017"
"BASKONIA VITORIA GASTEIZ",21,48,64,90,46,"E2017"
"OLYMPIACOS PIRAEUS",17,30,47,62,47,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",16,35,49,70,47,"E2017"
"UNICAJA MALAGA",22,45,63,79,48,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",12,31,50,65,48,"E2017"
"BASKONIA VITORIA GASTEIZ",36,64,88,105,49,"E2017"
"REAL MADRID",17,44,63,75,49,"E2017"
"MACCABI FOX TEL AVIV",19,35,61,72,50,"E2017"
"ANADOLU EFES ISTANBUL",19,47,67,92,50,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",26,46,72,93,51,"E2017"
"KHIMKI MOSCOW REGION",16,27,49,65,51,"E2017"
"UNICAJA MALAGA",17,34,48,72,83,52,"E2017"
"ZALGIRIS KAUNAS",21,41,59,72,85,52,"E2017"
"BROSE BAMBERG",12,37,62,84,53,"E2017"
"FC BARCELONA LASSA",38,49,66,81,53,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",10,27,34,59,54,"E2017"
"CSKA MOSCOW",22,44,65,85,54,"E2017"
"FENERBAHCE DOGUS ISTANBUL",17,40,53,75,83,55,"E2017"
"OLYMPIACOS PIRAEUS",18,30,57,75,90,55,"E2017"
"VALENCIA BASKET",20,45,64,74,85,98,56,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",19,41,58,74,85,103,56,"E2017"
"ANADOLU EFES ISTANBUL",21,44,60,81,57,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",28,48,62,82,57,"E2017"
"KHIMKI MOSCOW REGION",19,39,55,69,58,"E2017"
"MACCABI FOX TEL AVIV",28,42,62,77,58,"E2017"
"REAL MADRID",19,40,62,89,59,"E2017"
"UNICAJA MALAGA",12,27,38,57,59,"E2017"
"ZALGIRIS KAUNAS",15,32,57,77,60,"E2017"
"BASKONIA VITORIA GASTEIZ",21,54,70,97,60,"E2017"
"CSKA MOSCOW",16,41,63,83,93,61,"E2017"
"FENERBAHCE DOGUS ISTANBUL",27,46,61,83,95,61,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",13,27,43,71,62,"E2017"
"BROSE BAMBERG",16,35,51,62,62,"E2017"
"FC BARCELONA LASSA",24,50,71,89,63,"E2017"
"VALENCIA BASKET",18,32,56,71,63,"E2017"
"OLYMPIACOS PIRAEUS",22,47,67,85,64,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",13,37,49,59,64,"E2017"
"BROSE BAMBERG",20,41,52,83,65,"E2017"
"VALENCIA BASKET",23,47,66,82,65,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",17,38,57,81,66,"E2017"
"BASKONIA VITORIA GASTEIZ",22,47,64,85,66,"E2017"
"FC BARCELONA LASSA",22,44,66,89,67,"E2017"
"MACCABI FOX TEL AVIV",11,24,44,67,67,"E2017"
"ZALGIRIS KAUNAS",22,47,66,91,68,"E2017"
"ANADOLU EFES ISTANBUL",26,44,61,83,68,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",21,42,62,85,69,"E2017"
"OLYMPIACOS PIRAEUS",17,46,66,86,69,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",23,40,64,82,70,"E2017"
"REAL MADRID",28,54,69,80,70,"E2017"
"FENERBAHCE DOGUS ISTANBUL",24,38,58,71,71,"E2017"
"KHIMKI MOSCOW REGION",15,26,48,67,71,"E2017"
"UNICAJA MALAGA",16,39,65,80,72,"E2017"
"CSKA MOSCOW",27,46,63,89,72,"E2017"
"ANADOLU EFES ISTANBUL",23,33,52,73,73,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",16,30,50,68,73,"E2017"
"BASKONIA VITORIA GASTEIZ",25,37,51,69,74,"E2017"
"FENERBAHCE DOGUS ISTANBUL",15,41,66,83,74,"E2017"
"KHIMKI MOSCOW REGION",23,42,62,82,75,"E2017"
"BROSE BAMBERG",21,40,56,73,75,"E2017"
"MACCABI FOX TEL AVIV",15,39,65,81,76,"E2017"
"ZALGIRIS KAUNAS",14,29,51,74,76,"E2017"
"VALENCIA BASKET",13,30,45,64,77,"E2017"
"OLYMPIACOS PIRAEUS",20,35,54,72,77,"E2017"
"CSKA MOSCOW",24,44,66,92,78,"E2017"
"FC BARCELONA LASSA",24,39,58,78,78,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",16,32,54,82,79,"E2017"
"UNICAJA MALAGA",15,35,54,71,79,"E2017"
"REAL MADRID",24,39,58,83,80,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",19,46,67,87,80,"E2017"
"BASKONIA VITORIA GASTEIZ",27,41,59,88,81,"E2017"
"UNICAJA MALAGA",12,36,56,82,81,"E2017"
"BROSE BAMBERG",20,39,59,76,82,"E2017"
"CSKA MOSCOW",22,42,70,92,82,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",24,38,56,71,83,"E2017"
"KHIMKI MOSCOW REGION",12,31,55,77,83,"E2017"
"MACCABI FOX TEL AVIV",25,46,69,94,84,"E2017"
"VALENCIA BASKET",21,46,65,91,84,"E2017"
"ZALGIRIS KAUNAS",10,31,64,80,85,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",20,33,47,74,85,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",29,50,74,100,86,"E2017"
"ANADOLU EFES ISTANBUL",23,44,62,81,86,"E2017"
"FC BARCELONA LASSA",28,38,51,68,87,"E2017"
"FENERBAHCE DOGUS ISTANBUL",22,39,64,83,87,"E2017"
"OLYMPIACOS PIRAEUS",18,34,56,72,92,88,"E2017"
"REAL MADRID",8,30,47,72,83,88,"E2017"
"BROSE BAMBERG",15,32,50,67,89,"E2017"
"OLYMPIACOS PIRAEUS",14,40,58,65,89,"E2017"
"FENERBAHCE DOGUS ISTANBUL",24,42,64,89,90,"E2017"
"ZALGIRIS KAUNAS",16,41,63,90,90,"E2017"
"REAL MADRID",15,40,68,87,91,"E2017"
"FC BARCELONA LASSA",15,38,52,75,91,"E2017"
"UNICAJA MALAGA",27,47,67,93,92,"E2017"
"KHIMKI MOSCOW REGION",26,48,66,84,92,"E2017"
"ANADOLU EFES ISTANBUL",19,42,68,81,93,"E2017"
"BASKONIA VITORIA GASTEIZ",24,45,65,82,93,"E2017"
"CSKA MOSCOW",21,49,72,101,94,"E2017"
"MACCABI FOX TEL AVIV",20,34,57,86,94,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",14,39,64,80,95,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",23,41,57,72,95,"E2017"
"VALENCIA BASKET",22,38,63,82,96,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",26,40,56,86,96,"E2017"
"FENERBAHCE DOGUS ISTANBUL",17,41,62,82,97,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",11,33,42,56,97,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",25,49,67,89,98,"E2017"
"MACCABI FOX TEL AVIV",21,43,56,76,98,"E2017"
"REAL MADRID",24,43,64,91,99,"E2017"
"VALENCIA BASKET",18,41,58,72,99,"E2017"
"ZALGIRIS KAUNAS",21,50,72,88,100,"E2017"
"BROSE BAMBERG",22,49,72,84,100,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",27,49,76,92,101,"E2017"
"BASKONIA VITORIA GASTEIZ",25,37,58,85,101,"E2017"
"FC BARCELONA LASSA",24,45,64,83,102,"E2017"
"UNICAJA MALAGA",26,44,66,90,102,"E2017"
"KHIMKI MOSCOW REGION",26,37,57,86,103,"E2017"
"ANADOLU EFES ISTANBUL",19,33,56,68,103,"E2017"
"OLYMPIACOS PIRAEUS",23,45,64,88,104,"E2017"
"CSKA MOSCOW",20,48,68,86,104,"E2017"
"BROSE BAMBERG",13,35,51,66,105,"E2017"
"REAL MADRID",29,50,68,81,105,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",15,38,49,63,106,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",20,41,58,69,106,"E2017"
"MACCABI FOX TEL AVIV",24,40,60,82,107,"E2017"
"FENERBAHCE DOGUS ISTANBUL",15,36,54,73,107,"E2017"
"VALENCIA BASKET",16,36,46,63,108,"E2017"
"ZALGIRIS KAUNAS",19,34,54,71,108,"E2017"
"ANADOLU EFES ISTANBUL",9,25,39,58,109,"E2017"
"OLYMPIACOS PIRAEUS",17,33,45,61,109,"E2017"
"BASKONIA VITORIA GASTEIZ",22,52,74,85,110,"E2017"
"FC BARCELONA LASSA",17,35,57,82,110,"E2017"
"CSKA MOSCOW",23,43,57,79,111,"E2017"
"KHIMKI MOSCOW REGION",16,33,55,68,111,"E2017"
"UNICAJA MALAGA",26,35,55,74,112,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",20,42,53,71,112,"E2017"
"FENERBAHCE DOGUS ISTANBUL",17,36,61,77,113,"E2017"
"REAL MADRID",10,37,62,79,113,"E2017"
"MACCABI FOX TEL AVIV",22,47,58,78,114,"E2017"
"UNICAJA MALAGA",19,39,61,89,114,"E2017"
"VALENCIA BASKET",12,32,48,67,115,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",17,32,48,63,115,"E2017"
"ZALGIRIS KAUNAS",22,36,48,74,116,"E2017"
"OLYMPIACOS PIRAEUS",19,38,53,68,116,"E2017"
"ANADOLU EFES ISTANBUL",15,29,44,69,117,"E2017"
"BROSE BAMBERG",18,38,48,58,117,"E2017"
"BASKONIA VITORIA GASTEIZ",26,48,72,81,118,"E2017"
"CSKA MOSCOW",18,51,70,90,118,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",15,40,60,88,119,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",29,45,61,91,119,"E2017"
"KHIMKI MOSCOW REGION",15,32,57,65,120,"E2017"
"FC BARCELONA LASSA",25,36,57,79,120,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",23,47,70,90,121,"E2017"
"ANADOLU EFES ISTANBUL",12,33,56,79,121,"E2017"
"UNICAJA MALAGA",19,48,69,83,122,"E2017"
"VALENCIA BASKET",19,39,65,85,122,"E2017"
"FC BARCELONA LASSA",25,47,66,85,123,"E2017"
"CSKA MOSCOW",17,42,55,72,123,"E2017"
"BROSE BAMBERG",26,42,58,70,124,"E2017"
"KHIMKI MOSCOW REGION",26,40,56,74,124,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",16,33,48,77,125,"E2017"
"ZALGIRIS KAUNAS",18,31,45,65,125,"E2017"
"FENERBAHCE DOGUS ISTANBUL",18,36,63,79,126,"E2017"
"BASKONIA VITORIA GASTEIZ",22,38,59,74,126,"E2017"
"OLYMPIACOS PIRAEUS",26,48,70,87,127,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",17,34,53,80,127,"E2017"
"REAL MADRID",25,48,69,93,128,"E2017"
"MACCABI FOX TEL AVIV",26,50,60,81,128,"E2017"
"ANADOLU EFES ISTANBUL",22,50,77,104,129,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",21,46,71,95,129,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",15,36,61,81,130,"E2017"
"CSKA MOSCOW",23,50,77,107,130,"E2017"
"MACCABI FOX TEL AVIV",20,39,65,90,131,"E2017"
"BROSE BAMBERG",25,41,64,88,131,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",17,36,54,84,132,"E2017"
"FC BARCELONA LASSA",19,34,48,75,132,"E2017"
"VALENCIA BASKET",7,27,50,67,133,"E2017"
"FENERBAHCE DOGUS ISTANBUL",18,33,51,80,133,"E2017"
"KHIMKI MOSCOW REGION",17,31,49,78,134,"E2017"
"REAL MADRID",26,51,67,95,134,"E2017"
"BASKONIA VITORIA GASTEIZ",16,36,72,86,135,"E2017"
"OLYMPIACOS PIRAEUS",21,30,44,54,135,"E2017"
"ZALGIRIS KAUNAS",17,32,52,79,136,"E2017"
"UNICAJA MALAGA",19,40,55,77,136,"E2017"
"BROSE BAMBERG",21,37,64,93,137,"E2017"
"ZALGIRIS KAUNAS",23,44,61,86,137,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",21,37,54,70,138,"E2017"
"KHIMKI MOSCOW REGION",14,31,52,79,138,"E2017"
"OLYMPIACOS PIRAEUS",24,53,70,94,139,"E2017"
"MACCABI FOX TEL AVIV",16,40,51,64,139,"E2017"
"VALENCIA BASKET",22,43,62,81,140,"E2017"
"FC BARCELONA LASSA",14,36,59,76,140,"E2017"
"CSKA MOSCOW",35,58,81,110,141,"E2017"
"ANADOLU EFES ISTANBUL",21,46,61,79,141,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",31,50,79,101,142,"E2017"
"UNICAJA MALAGA",22,44,71,87,142,"E2017"
"FB DOGUS",18,35,47,67,143,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",20,30,50,62,143,"E2017"
"REAL MADRID",18,34,59,75,144,"E2017"
"BASKONIA VITORIA GASTEIZ",17,34,61,73,144,"E2017"
"FC BARCELONA LASSA",18,44,59,81,145,"E2017"
"BROSE BAMBERG",15,34,52,66,145,"E2017"
"KHIMKI MOSCOW REGION",28,49,65,82,146,"E2017"
"OLYMPIACOS PIRAEUS",14,25,38,54,146,"E2017"
"MACCABI FOX TEL AVIV",23,47,64,89,147,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",16,29,52,75,147,"E2017"
"ZALGIRIS KAUNAS",26,47,63,86,148,"E2017"
"VALENCIA BASKET",19,31,57,82,148,"E2017"
"ANADOLU EFES ISTANBUL",24,35,57,84,149,"E2017"
"FENERBAHCE DOGUS ISTANBUL",24,46,68,89,149,"E2017"
"BASKONIA VITORIA GASTEIZ",19,36,56,82,150,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",22,47,65,83,150,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",20,29,51,70,151,"E2017"
"CSKA MOSCOW",15,31,51,75,151,"E2017"
"UNICAJA MALAGA",20,38,57,80,152,"E2017"
"REAL MADRID",15,27,52,75,152,"E2017"
"UNICAJA MALAGA",21,43,64,83,153,"E2017"
"BASKONIA VITORIA GASTEIZ",19,46,67,85,153,"E2017"
"VALENCIA BASKET",23,46,63,85,154,"E2017"
"KHIMKI MOSCOW REGION",24,44,64,83,154,"E2017"
"REAL MADRID",20,39,60,87,155,"E2017"
"ANADOLU EFES ISTANBUL",14,30,47,68,155,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",29,47,59,83,94,156,"E2017"
"ZALGIRIS KAUNAS",17,37,58,83,93,156,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",24,43,57,89,157,"E2017"
"OLYMPIACOS PIRAEUS",20,34,63,78,157,"E2017"
"CSKA MOSCOW",18,39,55,81,158,"E2017"
"BROSE BAMBERG",19,30,46,72,158,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",26,50,70,102,159,"E2017"
"MACCABI FOX TEL AVIV",30,57,83,111,159,"E2017"
"FENERBAHCE DOGUS ISTANBUL",22,42,65,86,160,"E2017"
"FC BARCELONA LASSA",18,44,57,82,160,"E2017"
"ANADOLU EFES ISTANBUL",23,43,63,82,161,"E2017"
"VALENCIA BASKET",19,31,53,66,161,"E2017"
"CSKA MOSCOW",33,54,78,93,162,"E2017"
"REAL MADRID",11,31,60,87,162,"E2017"
"FC BARCELONA LASSA",25,48,62,81,163,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",15,42,64,83,163,"E2017"
"OLYMPIACOS PIRAEUS",34,45,71,95,164,"E2017"
"FENERBAHCE DOGUS ISTANBUL",18,36,54,70,164,"E2017"
"ZALGIRIS KAUNAS",26,53,76,99,165,"E2017"
"MACCABI FOX TEL AVIV",20,46,62,84,165,"E2017"
"BASKONIA VITORIA GASTEIZ",27,53,75,103,166,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",17,40,59,84,166,"E2017"
"BROSE BAMBERG",23,42,57,95,167,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",17,32,55,74,167,"E2017"
"KHIMKI MOSCOW REGION",9,31,49,68,168,"E2017"
"UNICAJA MALAGA",11,39,55,66,168,"E2017"
"MACCABI FOX TEL AVIV",22,46,65,94,169,"E2017"
"FC BARCELONA LASSA",23,38,61,82,169,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",21,46,67,80,170,"E2017"
"BASKONIA VITORIA GASTEIZ",22,40,53,76,170,"E2017"
"UNICAJA MALAGA",23,40,61,79,171,"E2017"
"ANADOLU EFES ISTANBUL",12,28,55,68,171,"E2017"
"VALENCIA BASKET",21,49,73,103,172,"E2017"
"CSKA MOSCOW",23,42,66,99,172,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",23,50,71,100,173,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",20,45,65,89,173,"E2017"
"FENERBAHCE DOGUS ISTANBUL",16,42,61,77,174,"E2017"
"BROSE BAMBERG",13,32,48,69,174,"E2017"
"REAL MADRID",20,39,62,79,175,"E2017"
"OLYMPIACOS PIRAEUS",21,45,65,80,175,"E2017"
"ZALGIRIS KAUNAS",26,44,59,74,176,"E2017"
"KHIMKI MOSCOW REGION",15,43,61,84,176,"E2017"
"CSKA MOSCOW",20,46,71,93,177,"E2017"
"BASKONIA VITORIA GASTEIZ",25,49,71,86,177,"E2017"
"FENERBAHCE DOGUS ISTANBUL",23,48,65,89,178,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",20,33,48,70,178,"E2017"
"OLYMPIACOS PIRAEUS",22,40,62,80,179,"E2017"
"VALENCIA BASKET",11,39,55,70,179,"E2017"
"UNICAJA MALAGA",23,42,60,83,180,"E2017"
"MACCABI FOX TEL AVIV",19,41,55,69,180,"E2017"
"ANADOLU EFES ISTANBUL",23,36,56,70,181,"E2017"
"ZALGIRIS KAUNAS",21,45,68,86,181,"E2017"
"BROSE BAMBERG",21,46,69,86,182,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",23,36,45,62,182,"E2017"
"FC BARCELONA LASSA",13,35,57,74,183,"E2017"
"REAL MADRID",30,52,83,101,183,"E2017"
"KHIMKI MOSCOW REGION",24,46,63,78,184,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",18,31,46,61,184,"E2017"
"BASKONIA VITORIA GASTEIZ",18,44,69,87,185,"E2017"
"KHIMKI MOSCOW REGION",26,39,52,77,185,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",17,44,58,77,186,"E2017"
"ANADOLU EFES ISTANBUL",17,29,45,64,186,"E2017"
"MACCABI FOX TEL AVIV",18,36,56,73,187,"E2017"
"CSKA MOSCOW",22,52,67,93,187,"E2017"
"ZALGIRIS KAUNAS",19,44,70,90,188,"E2017"
"FC BARCELONA LASSA",15,34,50,74,188,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",24,40,62,80,189,"E2017"
"UNICAJA MALAGA",24,37,52,76,189,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",18,34,50,71,85,190,"E2017"
"OLYMPIACOS PIRAEUS",16,43,62,71,87,190,"E2017"
"REAL MADRID",20,45,65,83,191,"E2017"
"FENERBAHCE DOGUS ISTANBUL",20,40,68,86,191,"E2017"
"VALENCIA BASKET",28,37,60,86,192,"E2017"
"BROSE BAMBERG",11,34,54,70,192,"E2017"
"ANADOLU EFES ISTANBUL",21,42,62,81,193,"E2017"
"MACCABI FOX TEL AVIV",20,43,67,94,193,"E2017"
"KHIMKI MOSCOW REGION",20,39,62,77,194,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",30,49,61,86,194,"E2017"
"REAL MADRID",19,38,64,92,195,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",20,37,55,75,195,"E2017"
"VALENCIA BASKET",20,36,55,71,196,"E2017"
"BASKONIA VITORIA GASTEIZ",16,31,53,81,196,"E2017"
"FC BARCELONA LASSA",17,45,62,88,197,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",12,24,49,54,197,"E2017"
"CSKA MOSCOW",30,57,79,101,198,"E2017"
"UNICAJA MALAGA",20,43,61,76,198,"E2017"
"OLYMPIACOS PIRAEUS",27,42,69,87,199,"E2017"
"BROSE BAMBERG",19,42,61,79,199,"E2017"
"ZALGIRIS KAUNAS",24,40,58,78,200,"E2017"
"FENERBAHCE DOGUS ISTANBUL",17,31,52,85,200,"E2017"
