Team,TotalSeconds,total_Points,total_FGMade2,total_FGAtt2,total_FGMade3,total_FGAtt3,total_FTMade,total_FThrowsAtt,total_OReb,total_DReb,total_Reb,total_Assists,total_steals,total_turnovers,total_blocksfavour,total_blocksagainst,total_FoulsCommited,total_FoulsReceived,total_PIR,GameCode,SeasonCode,name_Team
KHI,12000,75,18,36,7,25,18,25,11,22,33,12,13,13,0,3,26,24,72,7,E2017,KHIMKI MOSCOW REGION
PAM,12000,70,17,30,5,22,21,31,12,28,40,14,7,17,3,0,24,26,79,7,E2017,VALENCIA BASKET
ZAL,12000,78,20,33,7,16,17,18,9,23,32,17,7,21,2,1,27,24,88,8,E2017,ZALGIRIS KAUNAS
RED,12000,76,12,28,10,27,22,28,11,12,23,15,11,13,1,2,24,27,75,8,E2017,CRVENA ZVEZDA MTS BELGRADE
RED,12000,90,24,44,9,31,15,16,13,24,37,16,4,6,4,2,18,22,104,9,E2017,CRVENA ZVEZDA MTS BELGRADE
BAR,12000,82,24,40,7,19,13,15,6,30,36,22,3,13,2,4,22,18,94,9,E2017,FC BARCELONA LASSA
MIL,13500,86,15,35,11,26,23,27,10,17,27,13,5,7,1,4,18,22,86,10,E2017,AX ARMANI EXCHANGE OLIMPIA MILAN
ULK,13500,92,27,42,10,25,8,11,12,26,38,19,2,13,4,1,22,18,104,10,E2017,FENERBAHCE DOGUS ISTANBUL
TEL,12000,74,24,45,5,21,11,19,13,29,42,17,4,9,4,1,23,18,81,11,E2017,MACCABI FOX TEL AVIV
BAS,12000,68,18,37,7,23,11,14,7,24,31,15,4,11,1,4,19,23,70,11,E2017,BASKONIA VITORIA GASTEIZ
PAN,12000,93,21,35,9,16,24,37,7,20,27,14,5,11,2,3,25,28,96,12,E2017,PANATHINAIKOS SUPERFOODS ATHENS
BAM,12000,83,20,38,9,19,16,20,8,19,27,14,4,11,3,2,28,25,83,12,E2017,BROSE BAMBERG
MAD,12000,82,15,34,12,30,16,21,9,26,35,16,8,8,4,5,21,23,92,13,E2017,REAL MADRID
CSK,12000,69,17,45,5,18,20,28,18,27,45,5,3,17,5,4,23,20,54,13,E2017,CSKA MOSCOW
KHI,10603,66,15,28,8,24,12,19,9,21,30,22,6,12,2,1,24,20,73,14,E2017,KHIMKI MOSCOW REGION
ZAL,12000,77,21,46,3,19,26,32,15,27,42,24,8,13,1,6,25,28,89,14,E2017,ZALGIRIS KAUNAS
OLY,12000,80,19,36,7,20,21,25,6,22,28,15,7,14,1,1,28,22,76,15,E2017,OLYMPIACOS PIRAEUS
MAL,12000,75,23,44,4,11,17,30,12,22,34,13,8,17,1,1,22,28,78,15,E2017,UNICAJA MALAGA
PAM,12000,78,16,34,10,21,16,19,6,27,33,15,6,11,4,2,20,20,91,16,E2017,VALENCIA BASKET
IST,12000,71,27,49,3,16,8,12,10,22,32,12,5,10,2,4,20,20,69,16,E2017,ANADOLU EFES ISTANBUL
BAR,12000,75,23,38,6,22,11,14,11,21,32,20,3,12,2,3,21,18,80,17,E2017,FC BARCELONA LASSA
ZAL,12000,81,27,44,5,14,12,20,7,21,28,16,6,9,3,2,18,21,92,17,E2017,ZALGIRIS KAUNAS
KHI,12000,85,18,34,11,27,16,22,11,25,36,25,6,11,2,1,20,22,106,18,E2017,KHIMKI MOSCOW REGION
RED,12000,78,22,42,8,23,10,19,12,21,33,15,5,8,1,2,22,20,76,18,E2017,CRVENA ZVEZDA MTS BELGRADE
TEL,12000,68,23,47,3,15,13,14,5,31,36,9,5,9,3,1,21,18,71,19,E2017,MACCABI FOX TEL AVIV
OLY,12000,69,19,39,7,28,10,12,8,31,39,14,5,9,1,3,18,21,76,19,E2017,OLYMPIACOS PIRAEUS
MAD,12000,100,26,42,7,18,27,32,7,19,26,23,10,10,3,6,24,27,117,20,E2017,REAL MADRID
MIL,12000,90,21,36,11,20,15,22,8,22,30,17,6,17,6,3,28,24,94,20,E2017,AX ARMANI EXCHANGE OLIMPIA MILAN
BAS,12000,63,19,31,5,26,10,15,11,17,28,16,9,12,2,5,24,15,54,21,E2017,BASKONIA VITORIA GASTEIZ
PAM,12000,80,11,24,12,24,22,23,7,23,30,19,7,13,5,2,15,24,109,21,E2017,VALENCIA BASKET
CSK,12000,81,22,43,8,17,13,15,8,24,32,20,11,12,5,4,20,23,104,22,E2017,CSKA MOSCOW
PAN,12000,63,15,34,9,21,6,12,10,23,33,15,6,17,4,5,24,19,57,22,E2017,PANATHINAIKOS SUPERFOODS ATHENS
ULK,12000,81,23,39,7,19,14,19,8,28,36,21,5,12,5,3,17,18,101,23,E2017,FENERBAHCE DOGUS ISTANBUL
IST,12000,70,25,49,5,17,5,9,9,21,30,17,7,10,3,5,18,17,71,23,E2017,ANADOLU EFES ISTANBUL
MAL,12000,76,20,37,6,23,18,28,11,20,31,14,4,10,1,1,23,24,72,24,E2017,UNICAJA MALAGA
BAM,12000,80,17,30,7,24,25,29,11,24,35,13,4,11,1,1,24,23,86,24,E2017,BROSE BAMBERG
RED,12000,87,18,38,13,29,12,17,15,17,32,19,9,7,2,2,19,19,99,25,E2017,CRVENA ZVEZDA MTS BELGRADE
TEL,12000,84,24,39,9,24,9,14,15,25,40,15,3,12,2,2,19,19,95,25,E2017,MACCABI FOX TEL AVIV
MIL,12000,78,25,58,5,10,13,19,12,29,41,17,5,10,1,2,19,22,89,26,E2017,AX ARMANI EXCHANGE OLIMPIA MILAN
BAR,12000,74,20,42,8,20,10,13,4,28,32,19,6,10,2,1,22,19,82,26,E2017,FC BARCELONA LASSA
OLY,12000,92,27,43,6,17,20,29,9,30,39,17,4,10,3,2,23,26,110,27,E2017,OLYMPIACOS PIRAEUS
KHI,12000,75,20,45,6,21,17,21,9,22,31,12,3,10,2,3,26,23,63,27,E2017,KHIMKI MOSCOW REGION
ZAL,12000,66,18,39,5,19,15,17,11,21,32,13,5,13,2,4,21,21,64,28,E2017,ZALGIRIS KAUNAS
MAD,12000,87,15,28,15,31,12,15,6,25,31,23,6,10,4,2,22,21,106,28,E2017,REAL MADRID
IST,12000,80,16,40,10,21,18,19,15,25,40,17,2,18,2,2,19,18,84,29,E2017,ANADOLU EFES ISTANBUL
CSK,12000,98,33,53,7,19,11,15,9,19,28,19,13,3,2,2,18,19,120,29,E2017,CSKA MOSCOW
BAM,12000,78,17,35,11,29,11,12,10,24,34,17,3,11,7,3,19,17,86,30,E2017,BROSE BAMBERG
BAS,12000,72,23,42,5,19,11,11,8,26,34,13,3,12,3,7,18,19,74,30,E2017,BASKONIA VITORIA GASTEIZ
PAN,12000,70,17,34,7,23,15,20,7,20,27,12,10,9,4,4,19,24,77,31,E2017,PANATHINAIKOS SUPERFOODS ATHENS
ULK,12000,68,16,37,7,13,15,17,7,28,35,12,5,14,4,4,24,19,72,31,E2017,FENERBAHCE DOGUS ISTANBUL
PAM,12000,91,21,31,13,31,10,11,7,24,31,23,4,4,7,3,14,18,124,32,E2017,VALENCIA BASKET
MAL,12000,53,19,44,5,14,0,2,10,21,31,11,3,14,3,7,19,14,39,32,E2017,UNICAJA MALAGA
RED,12000,69,18,40,7,23,12,14,15,23,38,14,3,14,4,1,26,22,69,33,E2017,CRVENA ZVEZDA MTS BELGRADE
BAM,12000,75,21,39,5,18,18,27,12,22,34,18,10,13,1,4,22,25,84,33,E2017,BROSE BAMBERG
CSK,12000,94,21,36,11,31,19,20,13,19,32,21,4,10,5,1,25,28,112,34,E2017,CSKA MOSCOW
ZAL,12000,91,19,35,12,21,17,21,6,22,28,19,3,13,1,5,28,25,92,34,E2017,ZALGIRIS KAUNAS
ULK,12000,79,26,39,7,19,6,10,10,18,28,22,7,8,1,0,16,16,100,35,E2017,FENERBAHCE DOGUS ISTANBUL
PAM,12000,66,14,28,9,27,11,11,13,17,30,17,4,14,0,1,16,16,70,35,E2017,VALENCIA BASKET
TEL,12000,79,33,64,2,12,7,13,19,30,49,17,6,9,3,6,16,14,90,36,E2017,MACCABI FOX TEL AVIV
MIL,12000,68,17,37,7,24,13,15,6,24,30,14,4,12,6,3,14,16,70,36,E2017,AX ARMANI EXCHANGE OLIMPIA MILAN
MAD,12000,80,20,45,7,25,19,21,17,25,42,14,9,19,2,3,23,24,81,37,E2017,REAL MADRID
KHI,12000,86,21,39,9,24,17,18,9,25,34,19,12,17,3,2,24,23,100,37,E2017,KHIMKI MOSCOW REGION
IST,12000,74,21,46,6,28,14,20,22,24,46,16,9,11,1,4,21,18,75,38,E2017,ANADOLU EFES ISTANBUL
MAL,12000,79,17,34,10,26,15,18,10,26,36,20,6,14,4,1,18,21,97,38,E2017,UNICAJA MALAGA
BAS,12000,85,19,38,13,25,8,13,9,18,27,16,7,10,3,2,21,21,90,39,E2017,BASKONIA VITORIA GASTEIZ
PAN,12000,84,19,34,11,22,13,21,11,26,37,20,4,16,2,3,21,21,94,39,E2017,PANATHINAIKOS SUPERFOODS ATHENS
BAR,12000,73,21,39,8,25,7,10,3,31,34,21,14,13,2,2,27,19,83,40,E2017,FC BARCELONA LASSA
OLY,12000,51,15,34,2,15,15,23,3,32,35,11,4,21,2,2,19,27,48,40,E2017,OLYMPIACOS PIRAEUS
CSK,12000,94,25,44,10,17,14,16,9,25,34,17,9,7,6,3,16,19,125,41,E2017,CSKA MOSCOW
PAM,12000,67,20,44,6,23,9,10,15,18,33,15,4,12,3,6,19,16,59,41,E2017,VALENCIA BASKET
MIL,12000,62,15,35,7,31,11,14,14,17,31,9,6,9,1,2,19,22,54,42,E2017,AX ARMANI EXCHANGE OLIMPIA MILAN
ZAL,12000,94,19,35,13,20,17,20,9,30,39,23,5,11,2,1,22,19,122,42,E2017,ZALGIRIS KAUNAS
BAR,12000,85,29,48,7,22,6,7,7,21,28,22,12,11,1,3,23,16,92,43,E2017,FC BARCELONA LASSA
IST,12000,89,21,39,10,22,17,24,10,26,36,11,5,16,3,1,16,23,97,43,E2017,ANADOLU EFES ISTANBUL
TEL,12000,90,34,65,5,16,7,13,22,31,53,18,2,7,2,4,20,16,102,44,E2017,MACCABI FOX TEL AVIV
MAD,12000,83,19,35,8,34,21,22,10,23,33,19,4,5,4,2,16,20,97,44,E2017,REAL MADRID
BAM,12000,57,16,37,7,21,4,6,9,20,29,16,6,13,3,6,19,15,51,45,E2017,BROSE BAMBERG
ULK,12000,80,18,31,10,20,14,16,3,26,29,21,7,11,6,3,15,19,108,45,E2017,FENERBAHCE DOGUS ISTANBUL
KHI,12000,91,21,41,8,24,25,33,13,28,41,19,10,11,3,3,20,24,110,46,E2017,KHIMKI MOSCOW REGION
BAS,12000,90,14,31,16,36,14,18,12,26,38,26,5,12,3,3,24,20,102,46,E2017,BASKONIA VITORIA GASTEIZ
OLY,12000,62,15,37,6,23,14,19,13,22,35,13,7,10,3,2,17,23,70,47,E2017,OLYMPIACOS PIRAEUS
PAN,12000,70,19,33,9,25,5,7,9,27,36,7,3,12,2,3,23,17,65,47,E2017,PANATHINAIKOS SUPERFOODS ATHENS
MAL,12000,79,23,40,8,23,9,15,12,29,41,21,5,13,1,2,14,21,101,48,E2017,UNICAJA MALAGA
RED,12000,65,21,39,6,24,5,14,13,19,32,15,4,12,2,1,21,14,53,48,E2017,CRVENA ZVEZDA MTS BELGRADE
BAS,12000,105,24,39,12,28,21,25,13,27,40,21,4,6,3,1,22,23,132,49,E2017,BASKONIA VITORIA GASTEIZ
MAD,12000,75,17,33,8,28,17,19,9,19,28,16,2,11,1,3,24,22,68,49,E2017,REAL MADRID
TEL,12000,72,23,51,6,19,8,9,8,22,30,10,5,11,9,7,14,17,69,50,E2017,MACCABI FOX TEL AVIV
IST,12000,92,20,45,14,25,10,11,13,33,46,12,7,15,7,9,17,14,100,50,E2017,ANADOLU EFES ISTANBUL
PAN,12000,93,15,29,17,27,12,16,8,31,39,22,5,13,2,4,23,21,114,51,E2017,PANATHINAIKOS SUPERFOODS ATHENS
KHI,12000,65,21,44,5,21,8,18,11,18,29,13,6,9,4,2,21,23,59,51,E2017,KHIMKI MOSCOW REGION
MAL,13500,83,23,48,4,18,25,34,18,16,34,14,12,16,3,0,22,32,92,52,E2017,UNICAJA MALAGA
ZAL,13500,85,25,37,9,19,8,15,8,20,28,17,6,23,0,3,32,22,71,52,E2017,ZALGIRIS KAUNAS
BAM,12000,84,21,43,10,25,12,14,10,24,34,19,6,11,0,3,21,18,87,53,E2017,BROSE BAMBERG
BAR,12000,81,18,35,9,20,18,21,6,28,34,24,5,16,3,0,18,21,103,53,E2017,FC BARCELONA LASSA
RED,12000,59,16,39,3,23,18,28,17,19,36,14,5,14,1,6,23,23,42,54,E2017,CRVENA ZVEZDA MTS BELGRADE
CSK,12000,85,25,35,7,20,14,21,7,31,38,18,7,12,6,1,23,23,111,54,E2017,CSKA MOSCOW
ULK,13500,83,19,38,8,22,21,24,11,15,26,17,7,17,4,1,17,23,89,55,E2017,FENERBAHCE DOGUS ISTANBUL
OLY,13500,90,26,41,10,25,8,11,14,21,35,20,11,18,1,4,24,17,95,55,E2017,OLYMPIACOS PIRAEUS
PAM,15000,98,19,43,13,29,21,26,9,27,36,23,6,10,1,2,15,25,117,56,E2017,VALENCIA BASKET
MIL,15000,103,23,43,17,38,6,7,12,32,44,18,4,9,2,1,25,15,109,56,E2017,AX ARMANI EXCHANGE OLIMPIA MILAN
IST,12000,81,24,38,5,21,18,25,9,21,30,18,3,8,0,4,19,21,85,57,E2017,ANADOLU EFES ISTANBUL
PAN,12000,82,24,39,7,19,13,17,8,21,29,18,4,12,4,0,21,19,92,57,E2017,PANATHINAIKOS SUPERFOODS ATHENS
KHI,12000,69,20,35,7,25,8,12,11,25,36,18,10,20,9,2,17,13,79,58,E2017,KHIMKI MOSCOW REGION
TEL,12000,77,25,51,6,16,9,15,13,25,38,22,14,16,2,9,13,17,90,58,E2017,MACCABI FOX TEL AVIV
MAD,12000,89,20,41,14,28,7,9,12,30,42,22,7,12,4,1,16,16,114,59,E2017,REAL MADRID
MAL,12000,57,16,38,5,23,10,16,10,23,33,16,9,16,1,4,16,16,50,59,E2017,UNICAJA MALAGA
ZAL,12000,77,26,47,5,12,10,17,4,25,29,24,5,11,2,4,20,21,88,60,E2017,ZALGIRIS KAUNAS
BAS,12000,97,18,39,17,29,10,13,9,26,35,26,5,10,4,2,21,20,118,60,E2017,BASKONIA VITORIA GASTEIZ
CSK,13500,93,24,40,10,22,15,20,10,16,26,20,8,15,7,3,24,22,101,61,E2017,CSKA MOSCOW
ULK,13500,95,28,55,8,15,15,19,18,19,37,27,7,17,3,7,22,24,109,61,E2017,FENERBAHCE DOGUS ISTANBUL
MIL,12000,71,16,44,6,18,21,27,13,31,44,16,3,3,4,2,16,23,94,62,E2017,AX ARMANI EXCHANGE OLIMPIA MILAN
BAM,12000,62,13,41,9,20,9,12,8,28,36,13,2,7,2,4,23,16,55,62,E2017,BROSE BAMBERG
BAR,12000,89,26,43,10,24,7,7,6,29,35,23,5,8,4,1,18,14,112,63,E2017,FC BARCELONA LASSA
PAM,12000,71,18,39,8,22,11,13,7,24,31,19,4,11,1,4,14,18,78,63,E2017,VALENCIA BASKET
OLY,12000,85,22,42,9,21,14,20,10,27,37,18,8,8,0,2,22,25,103,64,E2017,OLYMPIACOS PIRAEUS
RED,12000,59,12,33,8,26,11,20,13,24,37,8,4,14,2,0,25,22,45,64,E2017,CRVENA ZVEZDA MTS BELGRADE
BAM,12000,83,21,48,9,20,14,17,11,18,29,14,5,8,0,4,19,21,80,65,E2017,BROSE BAMBERG
PAM,12000,82,15,29,12,21,16,18,4,27,31,18,3,13,4,0,23,19,96,65,E2017,VALENCIA BASKET
RED,12000,81,25,48,5,19,16,19,10,16,26,23,7,4,2,3,20,20,92,66,E2017,CRVENA ZVEZDA MTS BELGRADE
BAS,12000,85,22,30,10,25,11,13,7,27,34,23,1,13,3,2,20,20,106,66,E2017,BASKONIA VITORIA GASTEIZ
BAR,12000,89,18,37,15,31,8,12,10,33,43,25,7,13,3,2,21,13,105,67,E2017,FC BARCELONA LASSA
TEL,11966,67,22,54,4,19,11,20,16,24,40,15,6,10,2,3,13,21,69,67,E2017,MACCABI FOX TEL AVIV
ZAL,12000,91,25,45,8,20,17,18,16,24,40,25,3,10,3,6,27,16,102,68,E2017,ZALGIRIS KAUNAS
IST,12000,83,19,39,8,23,21,27,14,15,29,18,6,8,6,3,16,27,101,68,E2017,ANADOLU EFES ISTANBUL
MIL,12000,85,29,52,4,18,15,18,15,22,37,16,3,6,0,3,24,22,90,69,E2017,AX ARMANI EXCHANGE OLIMPIA MILAN
OLY,12000,86,21,36,8,17,20,26,5,21,26,16,2,11,3,0,22,24,94,69,E2017,OLYMPIACOS PIRAEUS
PAN,12000,82,21,39,9,30,13,18,13,20,33,17,8,5,3,4,24,18,84,70,E2017,PANATHINAIKOS SUPERFOODS ATHENS
MAD,12000,80,18,29,9,23,17,20,7,28,35,15,2,15,4,3,18,24,96,70,E2017,REAL MADRID
ULK,12000,71,14,32,9,22,16,23,11,26,37,15,4,13,2,2,19,24,81,71,E2017,FENERBAHCE DOGUS ISTANBUL
KHI,12000,67,13,32,10,27,11,14,10,22,32,14,7,10,2,2,24,18,65,71,E2017,KHIMKI MOSCOW REGION
MAL,12000,80,21,40,8,21,14,21,12,19,31,16,7,17,0,2,21,21,76,72,E2017,UNICAJA MALAGA
CSK,12000,89,22,35,10,25,15,16,9,23,32,19,8,18,2,0,23,19,99,72,E2017,CSKA MOSCOW
IST,12000,73,20,43,6,20,15,26,14,24,38,13,3,10,2,5,20,27,73,73,E2017,ANADOLU EFES ISTANBUL
MIL,12000,68,16,27,8,25,12,15,4,28,32,17,4,15,5,2,27,20,71,73,E2017,AX ARMANI EXCHANGE OLIMPIA MILAN
BAS,12000,69,18,34,5,21,18,21,8,22,30,20,3,14,3,4,19,23,76,74,E2017,BASKONIA VITORIA GASTEIZ
ULK,12000,83,27,43,7,22,8,10,10,22,32,23,9,11,4,3,23,19,100,74,E2017,FENERBAHCE DOGUS ISTANBUL
KHI,12000,82,23,39,10,20,6,13,5,22,27,20,3,11,1,2,17,19,89,75,E2017,KHIMKI MOSCOW REGION
BAM,12000,73,17,29,9,24,12,14,4,25,29,12,6,14,2,1,19,17,76,75,E2017,BROSE BAMBERG
TEL,12000,81,15,35,10,18,21,31,8,27,35,23,12,15,9,1,19,23,110,76,E2017,MACCABI FOX TEL AVIV
ZAL,12000,74,23,48,7,25,7,9,17,27,44,17,6,15,1,9,23,19,69,76,E2017,ZALGIRIS KAUNAS
PAM,12000,64,19,41,6,16,8,11,8,21,29,13,7,14,5,3,14,17,69,77,E2017,VALENCIA BASKET
OLY,12060,72,21,49,8,17,6,10,17,25,42,17,5,13,3,5,17,14,77,77,E2017,OLYMPIACOS PIRAEUS
CSK,12000,92,22,44,10,23,18,21,10,26,36,23,11,10,4,7,21,22,112,78,E2017,CSKA MOSCOW
BAR,12000,78,21,40,8,20,12,19,8,25,33,16,4,15,7,4,22,20,79,78,E2017,FC BARCELONA LASSA
PAN,12000,82,18,38,13,31,7,9,13,20,33,19,9,11,2,1,21,14,86,79,E2017,PANATHINAIKOS SUPERFOODS ATHENS
MAL,12000,71,16,37,9,19,12,15,12,24,36,17,7,16,1,2,16,20,84,79,E2017,UNICAJA MALAGA
MAD,12000,83,17,35,11,23,16,16,6,29,35,23,6,14,1,4,19,24,105,80,E2017,REAL MADRID
RED,11999,87,13,28,17,40,10,13,11,22,33,22,7,9,4,1,24,19,97,80,E2017,CRVENA ZVEZDA MTS BELGRADE
BAS,12000,88,23,34,11,25,9,15,7,26,33,27,9,14,5,1,17,17,116,81,E2017,BASKONIA VITORIA GASTEIZ
MAL,12000,82,19,40,13,30,5,7,12,21,33,21,10,11,1,5,18,17,90,81,E2017,UNICAJA MALAGA
BAM,12000,76,18,32,9,22,13,15,4,18,22,15,6,13,2,1,22,21,77,82,E2017,BROSE BAMBERG
CSK,12000,92,26,42,10,22,10,15,12,24,36,14,8,12,1,2,21,22,105,82,E2017,CSKA MOSCOW
MIL,12000,71,17,29,7,25,16,22,6,19,25,14,10,11,3,0,19,23,80,83,E2017,AX ARMANI EXCHANGE OLIMPIA MILAN
KHI,12000,77,23,34,7,22,10,11,7,26,33,13,6,14,0,3,23,19,81,83,E2017,KHIMKI MOSCOW REGION
TEL,12000,94,28,42,6,13,20,28,9,24,33,19,1,13,4,3,21,21,106,84,E2017,MACCABI FOX TEL AVIV
PAM,11993,91,15,30,14,33,19,24,10,16,26,21,5,5,3,4,21,21,98,84,E2017,VALENCIA BASKET
ZAL,12000,80,24,48,5,10,17,22,16,22,38,22,8,17,2,3,30,21,87,85,E2017,ZALGIRIS KAUNAS
PAN,12000,74,12,27,11,31,17,30,18,15,33,15,11,15,3,2,21,30,80,85,E2017,PANATHINAIKOS SUPERFOODS ATHENS
RED,12000,100,24,45,14,28,10,11,12,20,32,21,9,6,4,2,23,17,116,86,E2017,CRVENA ZVEZDA MTS BELGRADE
IST,12000,81,22,40,6,14,19,23,9,22,31,19,1,15,2,4,17,23,91,86,E2017,ANADOLU EFES ISTANBUL
BAR,12000,68,17,43,7,19,13,19,14,26,40,17,3,11,3,3,20,20,73,87,E2017,FC BARCELONA LASSA
ULK,12000,83,26,45,7,19,10,17,8,25,33,15,8,5,3,3,20,20,96,87,E2017,FENERBAHCE DOGUS ISTANBUL
OLY,13500,92,22,41,6,23,30,36,14,29,43,15,8,14,4,3,18,28,113,88,E2017,OLYMPIACOS PIRAEUS
MAD,13500,83,22,46,10,33,9,11,17,26,43,12,8,11,3,4,29,18,74,88,E2017,REAL MADRID
BAM,12000,67,22,42,3,16,14,19,7,26,33,8,4,6,0,0,18,21,71,89,E2017,BROSE BAMBERG
OLY,12000,65,11,30,11,27,10,10,10,25,35,17,5,13,0,0,21,18,71,89,E2017,OLYMPIACOS PIRAEUS
ULK,12000,89,16,40,13,25,18,26,12,13,25,21,8,2,6,1,19,24,107,90,E2017,FENERBAHCE DOGUS ISTANBUL
ZAL,12000,90,23,36,10,17,14,20,9,22,31,21,0,14,1,6,24,19,92,90,E2017,ZALGIRIS KAUNAS
MAD,12000,87,14,31,13,35,20,25,12,28,40,21,9,9,3,2,24,25,106,91,E2017,REAL MADRID
BAR,12000,75,21,39,4,20,21,23,6,29,35,13,6,11,2,3,26,22,77,91,E2017,FC BARCELONA LASSA
MAL,12000,93,22,40,13,27,10,12,15,18,33,24,9,6,1,1,13,13,119,92,E2017,UNICAJA MALAGA
KHI,12000,84,14,23,16,37,8,8,10,18,28,22,4,12,1,1,13,13,96,92,E2017,KHIMKI MOSCOW REGION
IST,12000,81,24,49,8,26,9,13,15,22,37,19,7,7,2,6,16,14,84,93,E2017,ANADOLU EFES ISTANBUL
BAS,12000,82,25,44,8,19,8,12,7,31,38,24,4,10,6,2,14,16,110,93,E2017,BASKONIA VITORIA GASTEIZ
CSK,12000,101,18,33,14,22,23,30,7,24,31,25,5,14,1,4,25,26,116,94,E2017,CSKA MOSCOW
TEL,12000,86,25,45,6,18,18,27,13,18,31,19,11,11,4,1,26,25,97,94,E2017,MACCABI FOX TEL AVIV
PAN,12000,80,13,27,15,28,9,15,7,19,26,24,8,15,2,4,24,19,83,95,E2017,PANATHINAIKOS SUPERFOODS ATHENS
MIL,12000,72,20,35,4,13,20,25,6,19,25,13,6,16,4,2,20,24,77,95,E2017,AX ARMANI EXCHANGE OLIMPIA MILAN
PAM,12000,82,22,34,8,20,14,18,9,21,30,18,5,16,2,0,27,24,90,96,E2017,VALENCIA BASKET
RED,12000,86,21,36,6,21,26,30,11,16,27,12,10,13,0,2,24,27,89,96,E2017,CRVENA ZVEZDA MTS BELGRADE
ULK,12000,82,21,40,8,20,16,17,12,29,41,23,5,13,4,1,16,20,113,97,E2017,FENERBAHCE DOGUS ISTANBUL
RED,12000,56,17,40,4,23,10,13,12,19,31,10,8,10,1,4,21,16,42,97,E2017,CRVENA ZVEZDA MTS BELGRADE
PAN,12000,89,19,37,11,26,18,22,10,29,39,17,6,10,1,3,18,21,105,98,E2017,PANATHINAIKOS SUPERFOODS ATHENS
TEL,12000,76,22,49,7,17,11,16,9,24,33,20,7,7,3,1,21,18,86,98,E2017,MACCABI FOX TEL AVIV
MAD,12000,91,21,29,11,24,16,21,9,22,31,25,11,15,1,0,21,22,119,99,E2017,REAL MADRID
PAM,12000,72,11,25,11,25,17,20,5,14,19,20,8,18,0,1,23,19,65,99,E2017,VALENCIA BASKET
ZAL,12000,88,17,31,10,19,24,29,5,23,28,21,6,9,1,1,20,26,112,100,E2017,ZALGIRIS KAUNAS
BAM,12000,84,18,32,11,24,15,18,5,19,24,19,2,10,1,1,26,20,83,100,E2017,BROSE BAMBERG
MIL,12000,92,19,30,10,26,24,28,7,20,27,18,7,12,2,5,24,25,99,101,E2017,AX ARMANI EXCHANGE OLIMPIA MILAN
BAS,12000,85,26,41,5,15,18,22,6,22,28,18,7,14,5,2,25,24,97,101,E2017,BASKONIA VITORIA GASTEIZ
BAR,12000,83,19,43,12,26,9,17,11,28,39,17,4,8,2,4,20,18,85,102,E2017,FC BARCELONA LASSA
MAL,12000,90,25,43,10,27,10,18,12,30,42,17,4,7,4,2,18,20,107,102,E2017,UNICAJA MALAGA
KHI,12000,86,12,28,17,35,11,12,8,21,29,23,11,10,1,3,23,16,95,103,E2017,KHIMKI MOSCOW REGION
IST,12000,68,19,29,5,19,15,24,11,25,36,12,6,19,3,1,16,23,79,103,E2017,ANADOLU EFES ISTANBUL
OLY,12000,88,24,46,8,20,16,26,13,25,38,17,4,9,2,3,26,24,91,104,E2017,OLYMPIACOS PIRAEUS
CSK,12000,86,24,42,6,19,20,24,9,27,36,10,7,8,3,2,24,25,98,104,E2017,CSKA MOSCOW
BAM,12000,66,14,31,11,27,5,8,3,24,27,14,3,8,2,2,19,16,63,105,E2017,BROSE BAMBERG
MAD,12000,81,20,32,7,28,20,20,7,31,38,21,5,8,2,2,16,18,106,105,E2017,REAL MADRID
RED,12000,63,18,40,5,26,12,16,18,20,38,9,6,10,2,4,24,22,55,106,E2017,CRVENA ZVEZDA MTS BELGRADE
PAN,12000,69,14,26,8,24,17,22,10,26,36,15,3,15,4,2,23,24,78,106,E2017,PANATHINAIKOS SUPERFOODS ATHENS
TEL,12000,82,26,49,6,16,12,17,15,27,42,21,5,15,7,2,24,20,98,107,E2017,MACCABI FOX TEL AVIV
ULK,12000,73,16,40,7,25,20,24,14,19,33,14,6,10,2,7,21,23,67,107,E2017,FENERBAHCE DOGUS ISTANBUL
PAM,12000,63,13,27,6,27,19,24,12,22,34,13,7,13,1,2,16,24,71,108,E2017,VALENCIA BASKET
ZAL,12000,71,23,44,7,19,4,5,10,25,35,16,6,12,2,1,24,16,75,108,E2017,ZALGIRIS KAUNAS
IST,12000,58,18,43,4,20,10,12,9,24,33,13,11,7,3,1,19,16,64,109,E2017,ANADOLU EFES ISTANBUL
OLY,12000,61,12,23,8,27,13,16,5,31,36,14,3,16,1,3,16,18,65,109,E2017,OLYMPIACOS PIRAEUS
BAS,12000,85,20,37,12,26,9,10,10,26,36,24,8,18,3,3,15,17,105,110,E2017,BASKONIA VITORIA GASTEIZ
BAR,12000,82,22,42,10,26,8,12,15,18,33,24,12,16,3,3,17,15,93,110,E2017,FC BARCELONA LASSA
CSK,12000,79,13,24,8,23,29,34,9,26,35,14,8,14,5,5,22,25,94,111,E2017,CSKA MOSCOW
KHI,12000,68,18,39,7,23,11,18,10,20,30,15,7,11,5,5,26,21,60,111,E2017,KHIMKI MOSCOW REGION
MAL,12000,74,18,46,6,22,20,26,15,28,43,13,6,5,3,2,19,23,86,112,E2017,UNICAJA MALAGA
MIL,12000,71,18,33,8,28,11,13,7,30,37,15,0,11,2,3,23,18,69,112,E2017,AX ARMANI EXCHANGE OLIMPIA MILAN
