Team,TotalSeconds,total_Points,total_FGMade2,total_FGAtt2,total_FGMade3,total_FGAtt3,total_FTMade,total_FThrowsAtt,total_OReb,total_DReb,total_Reb,total_Assists,total_steals,total_turnovers,total_blocksfavour,total_blocksagainst,total_FoulsCommited,total_FoulsReceived,total_PIR,GameCode,SeasonCode,name_Team
PAM,12000,85,20,35,9,30,18,23,7,23,30,19,12,8,1,1,27,24,94,107,E2023,VALENCIA BASKET
RED,12000,81,18,24,7,26,24,31,5,32,37,19,4,16,1,1,24,27,96,107,E2023,CRVENA ZVEZDA MERIDIANBET BELGRADE
VIR,12000,80,17,40,11,25,13,20,14,24,38,17,9,13,2,2,18,23,92,108,E2023,VIRTUS SEGAFREDO BOLOGNA
BAR,12000,75,23,38,7,20,8,12,7,26,33,20,5,17,2,2,23,17,78,108,E2023,FC BARCELONA
BER,12000,89,22,36,12,25,9,10,12,17,29,14,4,19,0,1,20,17,85,109,E2023,ALBA BERLIN
IST,12000,97,21,35,11,25,22,24,11,16,27,22,8,14,1,0,17,20,114,109,E2023,ANADOLU EFES ISTANBUL
PAN,12000,78,23,45,7,23,11,14,12,16,28,12,7,9,2,5,13,19,78,110,E2023,PANATHINAIKOS AKTOR ATHENS
MAD,12000,90,23,36,13,26,5,6,8,28,36,21,6,14,5,2,20,13,108,110,E2023,REAL MADRID
PAR,12000,82,19,31,10,21,14,16,6,19,25,13,4,10,4,0,23,22,92,111,E2023,PARTIZAN MOZZART BET BELGRADE
MIL,12000,69,13,23,9,31,16,19,11,18,29,16,4,12,0,4,22,23,68,111,E2023,EA7 EMPORIO ARMANI MILAN
OLY,12000,77,16,32,10,27,15,21,11,25,36,15,7,11,3,1,16,24,95,112,E2023,OLYMPIACOS PIRAEUS
MUN,12000,69,12,30,12,31,9,11,13,21,34,18,5,12,1,3,25,16,64,112,E2023,FC BAYERN MUNICH
BAR,12000,89,27,48,7,15,14,18,12,22,34,20,7,9,1,4,19,20,106,113,E2023,FC BARCELONA
ULK,12000,81,21,43,10,20,9,10,10,17,27,13,3,10,4,1,20,19,83,113,E2023,FENERBAHCE BEKO ISTANBUL
ASV,12000,55,17,35,4,25,9,15,12,28,40,15,9,18,5,5,16,21,61,114,E2023,LDLC ASVEL VILLEURBANNE
PAM,12000,78,17,31,10,30,14,18,9,27,36,18,7,15,5,5,21,16,81,114,E2023,VALENCIA BASKET
BAS,12000,87,12,24,17,36,12,20,12,23,35,20,4,10,1,2,20,21,97,115,E2023,BASKONIA VITORIA-GASTEIZ
RED,12000,85,18,38,12,36,13,16,20,23,43,23,3,8,2,1,21,18,97,115,E2023,CRVENA ZVEZDA MERIDIANBET BELGRADE
VIR,12000,100,25,39,10,26,20,24,9,29,38,22,6,12,0,2,24,24,118,116,E2023,VIRTUS SEGAFREDO BOLOGNA
TEL,12000,90,26,50,6,20,20,27,14,23,37,19,10,10,2,0,25,24,102,116,E2023,MACCABI PLAYTIKA TEL AVIV
ZAL,12000,79,21,46,11,27,4,7,18,26,44,16,6,12,2,3,23,16,81,117,E2023,ZALGIRIS KAUNAS
MCO,12000,83,21,41,5,18,26,33,10,24,34,16,9,8,3,2,16,23,102,117,E2023,AS MONACO
ASV,12000,81,27,50,4,16,15,18,15,22,37,17,9,14,1,5,25,18,81,118,E2023,LDLC ASVEL VILLEURBANNE
PAN,12000,89,13,26,15,34,18,29,13,22,35,23,7,14,5,1,18,25,108,118,E2023,PANATHINAIKOS AKTOR ATHENS
MAD,12000,88,24,52,7,16,19,23,16,26,42,14,9,15,3,7,20,24,97,119,E2023,REAL MADRID
MUN,12000,73,23,42,5,20,12,13,8,21,29,9,7,14,7,3,25,18,66,119,E2023,FC BAYERN MUNICH
BAS,12000,81,15,34,11,29,18,25,10,27,37,19,5,9,3,2,18,22,94,120,E2023,BASKONIA VITORIA-GASTEIZ
VIR,12000,91,19,36,13,27,14,16,5,29,34,26,4,7,2,3,22,18,110,120,E2023,VIRTUS SEGAFREDO BOLOGNA
ZAL,12000,85,16,28,12,26,17,23,9,19,28,15,4,13,1,2,23,18,81,121,E2023,ZALGIRIS KAUNAS
PAR,12000,93,23,40,8,20,23,25,10,20,30,14,5,9,2,1,18,23,108,121,E2023,PARTIZAN MOZZART BET BELGRADE
TEL,12000,95,24,45,12,25,11,17,14,26,40,23,5,16,7,2,19,14,107,122,E2023,MACCABI PLAYTIKA TEL AVIV
IST,12000,86,21,43,11,37,11,14,18,22,40,20,13,12,2,7,14,19,96,122,E2023,ANADOLU EFES ISTANBUL
ULK,12000,86,21,36,9,30,17,18,17,30,47,21,4,9,1,2,26,19,104,123,E2023,FENERBAHCE BEKO ISTANBUL
MCO,12000,74,21,40,5,22,17,21,9,19,28,12,5,5,2,1,20,26,81,123,E2023,AS MONACO
RED,12000,85,18,41,13,29,10,14,16,22,38,23,10,11,3,4,19,17,99,124,E2023,CRVENA ZVEZDA MERIDIANBET BELGRADE
BER,12000,71,20,36,6,21,13,18,12,23,35,21,5,19,4,3,17,19,80,124,E2023,ALBA BERLIN
BAR,12000,86,24,43,7,18,17,23,8,23,31,20,7,9,0,1,24,22,96,125,E2023,FC BARCELONA
MIL,12000,90,20,38,11,27,17,19,11,23,34,11,4,11,1,0,22,22,93,125,E2023,EA7 EMPORIO ARMANI MILAN
OLY,12000,56,10,24,9,31,9,16,10,20,30,15,10,15,1,2,12,20,60,126,E2023,OLYMPIACOS PIRAEUS
PAM,12000,63,21,38,5,19,6,6,11,27,38,11,8,17,2,1,20,12,65,126,E2023,VALENCIA BASKET
BER,12000,74,21,38,9,26,5,9,10,23,33,18,9,14,0,5,21,18,74,127,E2023,ALBA BERLIN
BAR,12000,70,20,36,6,24,12,19,13,23,36,19,8,15,5,0,20,21,83,127,E2023,FC BARCELONA
RED,12000,58,15,37,5,24,13,16,13,23,36,15,8,15,0,2,13,19,62,128,E2023,CRVENA ZVEZDA MERIDIANBET BELGRADE
MAD,12000,72,17,23,11,36,5,5,6,29,35,22,12,17,2,0,19,12,88,128,E2023,REAL MADRID
TEL,12000,89,22,48,8,26,21,24,16,34,50,27,9,12,3,3,21,20,115,129,E2023,MACCABI PLAYTIKA TEL AVIV
BAS,12000,81,15,30,10,33,21,27,7,28,35,21,7,14,3,3,20,19,85,129,E2023,BASKONIA VITORIA-GASTEIZ
PAM,12000,67,18,36,7,25,10,18,17,25,42,16,5,16,2,2,21,22,71,130,E2023,VALENCIA BASKET
PAR,12000,72,16,30,9,27,13,16,8,24,32,14,12,13,2,2,22,21,81,130,E2023,PARTIZAN MOZZART BET BELGRADE
VIR,12000,69,16,42,8,21,13,16,12,24,36,16,5,9,0,4,19,20,72,131,E2023,VIRTUS SEGAFREDO BOLOGNA
OLY,12000,67,17,30,7,29,12,16,10,28,38,20,5,11,4,0,20,19,83,131,E2023,OLYMPIACOS PIRAEUS
MCO,12000,90,21,40,9,19,21,25,10,27,37,18,5,15,0,2,21,22,101,132,E2023,AS MONACO
PAN,12000,91,26,42,9,26,12,16,10,19,29,18,9,8,2,0,22,20,102,132,E2023,PANATHINAIKOS AKTOR ATHENS
MIL,12000,84,23,35,11,27,5,9,5,28,33,27,14,12,0,2,20,18,110,133,E2023,EA7 EMPORIO ARMANI MILAN
ASV,12000,61,8,26,10,22,15,24,7,23,30,11,3,18,2,0,18,20,52,133,E2023,LDLC ASVEL VILLEURBANNE
MUN,12000,86,17,41,14,29,10,11,10,21,31,24,12,6,2,10,14,17,102,134,E2023,FC BAYERN MUNICH
IST,12000,71,26,38,3,22,10,13,9,29,38,14,5,18,10,2,17,14,81,134,E2023,ANADOLU EFES ISTANBUL
ULK,12000,80,18,36,10,23,14,17,7,23,30,18,9,14,3,0,22,21,91,135,E2023,FENERBAHCE BEKO ISTANBUL
ZAL,12000,78,18,32,9,21,15,19,4,25,29,20,6,14,0,3,21,22,87,135,E2023,ZALGIRIS KAUNAS
TEL,12000,92,15,30,13,27,23,27,11,22,33,19,6,17,3,1,20,22,104,136,E2023,MACCABI PLAYTIKA TEL AVIV
RED,12000,98,21,38,15,33,11,14,13,21,34,24,8,14,1,3,23,19,106,136,E2023,CRVENA ZVEZDA MERIDIANBET BELGRADE
MAD,12000,91,24,32,11,33,10,15,8,23,31,25,10,12,2,0,14,18,116,137,E2023,REAL MADRID
PAR,12000,75,23,41,8,23,5,5,10,25,35,16,6,16,0,2,20,14,75,137,E2023,PARTIZAN MOZZART BET BELGRADE
PAM,12000,79,22,33,6,14,17,20,7,22,29,10,6,21,1,0,17,21,86,138,E2023,VALENCIA BASKET
VIR,12000,71,16,26,9,24,12,18,6,15,21,21,16,19,0,1,21,17,74,138,E2023,VIRTUS SEGAFREDO BOLOGNA
BER,12000,82,24,48,7,16,13,20,7,17,24,15,10,9,1,3,17,18,81,139,E2023,ALBA BERLIN
ULK,12000,91,22,36,12,28,11,12,11,28,39,25,3,16,3,1,18,17,112,139,E2023,FENERBAHCE BEKO ISTANBUL
IST,12000,80,26,44,6,26,10,12,11,23,34,16,4,9,4,2,18,19,88,140,E2023,ANADOLU EFES ISTANBUL
BAS,12000,87,17,32,13,30,14,18,10,25,35,18,2,10,2,4,19,17,92,140,E2023,BASKONIA VITORIA-GASTEIZ
MIL,12000,68,18,31,8,31,8,9,8,24,32,14,8,12,5,2,19,17,74,141,E2023,EA7 EMPORIO ARMANI MILAN
PAN,12000,76,20,44,7,15,15,17,9,28,37,17,7,13,2,5,17,19,89,141,E2023,PANATHINAIKOS AKTOR ATHENS
MUN,12000,80,15,27,14,35,8,9,12,23,35,18,4,18,1,1,28,17,74,142,E2023,FC BAYERN MUNICH
MCO,12000,91,26,43,5,17,24,31,8,22,30,12,5,8,1,1,17,28,105,142,E2023,AS MONACO
ASV,12000,73,22,43,4,19,17,20,13,18,31,18,6,14,0,8,15,24,76,143,E2023,LDLC ASVEL VILLEURBANNE
OLY,12000,85,20,30,11,26,12,12,7,23,30,24,7,14,8,0,24,15,106,143,E2023,OLYMPIACOS PIRAEUS
ZAL,12000,80,20,34,8,20,16,20,5,24,29,17,4,13,0,2,21,21,85,144,E2023,ZALGIRIS KAUNAS
BAR,12000,85,18,32,12,30,13,19,11,22,33,25,3,11,2,0,22,21,98,144,E2023,FC BARCELONA
IST,12000,84,29,43,4,20,14,17,8,22,30,17,3,9,0,0,15,16,93,145,E2023,ANADOLU EFES ISTANBUL
ULK,12000,89,23,32,12,31,7,10,8,25,33,22,6,13,0,0,17,15,104,145,E2023,FENERBAHCE BEKO ISTANBUL
MIL,12000,76,20,40,8,23,12,17,9,29,38,21,11,15,4,0,24,18,89,146,E2023,EA7 EMPORIO ARMANI MILAN
BAS,12000,67,19,36,3,17,20,26,5,27,32,19,9,16,0,4,18,24,76,146,E2023,BASKONIA VITORIA-GASTEIZ
MUN,12000,85,19,39,10,29,17,25,13,24,37,21,6,6,2,3,19,23,99,147,E2023,FC BAYERN MUNICH
PAM,12000,84,24,41,8,20,12,18,5,26,31,19,3,9,3,2,23,19,90,147,E2023,VALENCIA BASKET
ASV,12000,76,25,45,6,18,8,13,6,26,32,16,4,10,0,3,23,16,71,148,E2023,LDLC ASVEL VILLEURBANNE
MAD,12000,77,24,46,5,15,14,23,9,26,35,19,6,9,3,0,16,23,97,148,E2023,REAL MADRID
ZAL,12000,70,19,38,7,28,11,13,13,21,34,10,7,15,3,5,18,16,60,149,E2023,ZALGIRIS KAUNAS
TEL,12000,78,21,45,8,20,12,15,13,26,39,21,8,15,5,3,16,18,96,149,E2023,MACCABI PLAYTIKA TEL AVIV
PAN,12000,82,26,43,5,22,15,18,15,25,40,13,8,11,0,3,15,23,100,150,E2023,PANATHINAIKOS AKTOR ATHENS
RED,12000,65,22,34,4,25,9,10,8,22,30,12,7,14,3,0,23,15,61,150,E2023,CRVENA ZVEZDA MERIDIANBET BELGRADE
BER,12000,67,15,36,11,27,4,5,7,16,23,20,4,14,1,5,20,12,50,151,E2023,ALBA BERLIN
OLY,12000,94,23,31,10,23,18,22,6,28,34,30,9,11,5,1,12,20,143,151,E2023,OLYMPIACOS PIRAEUS
MCO,12000,91,17,36,15,30,12,17,10,25,35,17,8,6,1,2,20,17,102,152,E2023,AS MONACO
BAR,12000,71,16,32,8,27,15,20,12,25,37,13,1,14,2,0,17,19,72,152,E2023,FC BARCELONA
PAR,12000,75,20,34,8,26,11,17,13,19,32,13,8,14,0,2,21,21,74,153,E2023,PARTIZAN MOZZART BET BELGRADE
VIR,12000,77,16,26,10,28,15,17,7,21,28,20,8,14,2,0,21,20,90,153,E2023,VIRTUS SEGAFREDO BOLOGNA
ULK,12000,76,13,31,13,27,11,17,8,24,32,20,6,15,1,2,28,23,75,154,E2023,FENERBAHCE BEKO ISTANBUL
RED,12000,85,19,34,8,22,23,30,10,26,36,20,6,10,2,1,23,28,107,154,E2023,CRVENA ZVEZDA MERIDIANBET BELGRADE
TEL,12000,93,24,42,11,24,12,18,12,27,39,19,6,12,3,3,23,18,103,155,E2023,MACCABI PLAYTIKA TEL AVIV
MCO,12000,83,19,35,9,26,18,24,5,21,26,15,5,11,3,3,18,23,84,155,E2023,AS MONACO
OLY,12000,79,19,35,10,22,11,12,14,23,37,22,3,17,4,5,17,16,93,156,E2023,OLYMPIACOS PIRAEUS
MIL,12000,74,20,34,9,22,7,7,4,12,16,21,11,10,5,4,16,17,87,156,E2023,EA7 EMPORIO ARMANI MILAN
PAR,12000,90,24,42,12,28,6,11,9,30,39,16,7,9,2,1,18,17,104,157,E2023,PARTIZAN MOZZART BET BELGRADE
ASV,12000,77,20,37,9,29,10,15,8,28,36,20,4,11,1,2,17,17,83,157,E2023,LDLC ASVEL VILLEURBANNE
ZAL,12000,77,16,33,10,30,15,18,14,21,35,17,10,16,5,4,21,21,84,158,E2023,ZALGIRIS KAUNAS
BER,12000,71,17,38,8,22,13,22,16,22,38,17,10,20,4,5,21,21,71,158,E2023,ALBA BERLIN
BAR,12000,83,25,54,9,18,6,9,14,25,39,20,6,8,3,3,17,14,96,159,E2023,FC BARCELONA
MAD,12000,78,15,30,13,36,9,10,9,23,32,18,5,11,3,3,14,17,86,159,E2023,REAL MADRID
BAS,12000,75,17,25,8,28,17,25,6,29,35,16,2,15,4,2,23,21,77,160,E2023,BASKONIA VITORIA-GASTEIZ
PAN,12000,73,17,40,9,27,12,20,11,28,39,14,10,13,2,4,22,22,72,160,E2023,PANATHINAIKOS AKTOR ATHENS
PAM,12000,93,23,50,11,21,14,17,12,29,41,23,3,7,3,10,15,19,110,161,E2023,VALENCIA BASKET
IST,12000,88,17,43,15,30,9,10,13,25,38,21,4,9,10,3,19,15,103,161,E2023,ANADOLU EFES ISTANBUL
VIR,12000,85,17,37,12,28,15,22,12,22,34,18,7,7,1,2,19,21,95,162,E2023,VIRTUS SEGAFREDO BOLOGNA
MUN,12000,83,17,28,13,32,10,13,9,26,35,17,5,13,2,1,21,19,93,162,E2023,FC BAYERN MUNICH
RED,12000,88,20,33,11,25,15,22,14,17,31,21,11,12,1,4,23,21,100,163,E2023,CRVENA ZVEZDA MERIDIANBET BELGRADE
PAR,12000,72,21,39,6,22,12,12,16,17,33,11,9,16,4,1,21,23,80,163,E2023,PARTIZAN MOZZART BET BELGRADE
ASV,12000,93,25,40,7,16,22,24,12,23,35,24,4,20,2,1,20,24,115,164,E2023,LDLC ASVEL VILLEURBANNE
ZAL,12000,79,16,31,12,30,11,15,10,14,24,12,9,15,1,2,24,20,67,164,E2023,ZALGIRIS KAUNAS
ULK,12000,109,29,38,12,25,15,17,6,29,35,27,8,8,2,1,19,18,147,165,E2023,FENERBAHCE BEKO ISTANBUL
TEL,12000,74,18,45,9,20,11,16,11,15,26,16,4,12,1,2,18,19,65,165,E2023,MACCABI PLAYTIKA TEL AVIV
OLY,12000,75,16,32,9,23,16,18,5,25,30,18,1,7,2,4,18,20,85,166,E2023,OLYMPIACOS PIRAEUS
MCO,12000,73,25,52,6,20,5,7,14,24,38,18,4,4,4,2,20,18,86,166,E2023,AS MONACO
BER,12000,68,12,26,10,25,14,21,7,24,31,9,4,17,4,2,16,19,64,167,E2023,ALBA BERLIN
VIR,12000,83,19,41,12,27,9,14,14,25,39,17,8,11,2,4,19,16,89,167,E2023,VIRTUS SEGAFREDO BOLOGNA
MIL,12000,76,20,38,10,20,6,6,6,24,30,16,5,14,4,0,25,15,79,168,E2023,EA7 EMPORIO ARMANI MILAN
MUN,12000,62,16,34,5,23,15,19,12,21,33,12,7,14,0,4,16,25,65,168,E2023,FC BAYERN MUNICH
BAR,12000,89,20,33,11,22,16,19,9,25,34,24,6,20,4,2,16,20,112,169,E2023,FC BARCELONA
BAS,12000,85,21,37,12,30,7,11,11,14,25,19,12,14,2,4,20,16,83,169,E2023,BASKONIA VITORIA-GASTEIZ
MAD,18000,130,32,50,12,43,30,39,11,38,49,27,9,11,6,2,24,26,152,170,E2023,REAL MADRID
IST,18000,126,31,59,15,44,19,24,17,39,56,17,6,15,2,6,26,22,120,170,E2023,ANADOLU EFES ISTANBUL
PAM,12000,81,24,41,7,22,12,15,11,28,39,19,5,16,4,1,24,17,89,171,E2023,VALENCIA BASKET
PAN,12000,82,15,34,11,29,19,29,12,20,32,15,7,11,1,4,17,24,82,171,E2023,PANATHINAIKOS AKTOR ATHENS
ULK,12000,91,19,32,14,27,11,15,8,25,33,19,4,11,4,3,23,20,104,172,E2023,FENERBAHCE BEKO ISTANBUL
PAR,12000,76,15,35,9,22,19,23,8,18,26,12,7,13,3,4,20,22,72,172,E2023,PARTIZAN MOZZART BET BELGRADE
MCO,12000,93,26,52,11,24,8,11,11,20,31,19,7,6,2,4,22,21,99,173,E2023,AS MONACO
BAS,12000,83,21,39,10,19,11,19,11,26,37,20,4,19,4,2,21,21,92,173,E2023,BASKONIA VITORIA-GASTEIZ
PAN,12000,83,15,28,13,23,14,17,3,25,28,23,5,11,1,2,16,20,105,174,E2023,PANATHINAIKOS AKTOR ATHENS
IST,12000,76,13,31,14,34,8,11,14,19,33,18,3,9,2,1,21,15,75,174,E2023,ANADOLU EFES ISTANBUL
ASV,12000,100,28,45,8,20,20,25,14,24,38,21,5,14,2,5,20,25,118,175,E2023,LDLC ASVEL VILLEURBANNE
RED,12000,91,22,34,12,33,11,13,9,17,26,18,7,14,5,2,25,20,91,175,E2023,CRVENA ZVEZDA MERIDIANBET BELGRADE
PAM,12000,79,22,39,5,17,20,23,10,19,29,15,8,16,3,1,20,21,86,176,E2023,VALENCIA BASKET
ZAL,12000,84,17,32,9,23,23,26,12,18,30,12,7,16,1,3,22,20,81,176,E2023,ZALGIRIS KAUNAS
MIL,12000,82,19,40,12,23,8,12,10,21,31,15,6,6,3,0,16,16,95,177,E2023,EA7 EMPORIO ARMANI MILAN
BER,12000,76,19,35,11,27,5,7,11,25,36,16,2,11,0,3,16,16,82,177,E2023,ALBA BERLIN
MUN,12000,71,20,42,10,21,1,1,7,21,28,15,9,18,2,4,20,11,61,178,E2023,FC BAYERN MUNICH
MAD,12000,92,19,35,13,26,15,15,8,24,32,19,10,14,4,2,11,20,121,178,E2023,REAL MADRID
BAR,12000,86,17,29,11,25,19,22,11,22,33,20,5,13,2,0,19,18,103,179,E2023,FC BARCELONA
OLY,12000,78,21,37,8,22,12,16,9,14,23,14,6,12,0,2,18,17,72,179,E2023,OLYMPIACOS PIRAEUS
TEL,12000,95,19,44,13,25,18,20,10,28,38,17,7,9,3,1,20,21,112,180,E2023,MACCABI PLAYTIKA TEL AVIV
VIR,12000,78,19,33,11,31,7,15,7,25,32,19,7,14,1,3,21,20,77,180,E2023,VIRTUS SEGAFREDO BOLOGNA
ULK,13500,98,19,35,13,29,21,24,9,24,33,16,7,14,3,2,19,25,112,181,E2023,FENERBAHCE BEKO ISTANBUL
MUN,13500,91,18,37,12,29,19,21,13,23,36,20,6,17,2,3,25,19,91,181,E2023,FC BAYERN MUNICH
PAN,12000,88,22,32,11,22,11,13,4,25,29,15,11,15,3,0,15,14,107,182,E2023,PANATHINAIKOS AKTOR ATHENS
MCO,12000,63,18,48,8,18,3,10,17,16,33,15,12,16,0,3,16,15,56,182,E2023,AS MONACO
MIL,12000,62,16,33,6,22,12,16,8,23,31,14,7,15,4,5,21,24,64,183,E2023,EA7 EMPORIO ARMANI MILAN
RED,12000,76,20,40,7,19,15,20,11,26,37,17,13,15,5,4,25,20,87,183,E2023,CRVENA ZVEZDA MERIDIANBET BELGRADE
MAD,13500,96,18,40,13,33,21,26,14,33,47,18,5,13,8,1,18,25,120,184,E2023,REAL MADRID
PAM,13500,86,25,48,9,30,9,10,11,29,40,20,5,11,1,8,25,18,81,184,E2023,VALENCIA BASKET
IST,12000,99,26,42,9,24,20,25,13,20,33,15,12,8,2,3,20,21,115,185,E2023,ANADOLU EFES ISTANBUL
VIR,12000,75,18,30,7,23,18,20,7,21,28,15,6,18,3,2,22,20,75,185,E2023,VIRTUS SEGAFREDO BOLOGNA
ASV,12000,63,23,44,2,21,11,18,14,17,31,11,8,13,2,1,16,17,55,186,E2023,LDLC ASVEL VILLEURBANNE
BER,12000,88,26,45,8,22,12,18,16,30,46,23,8,13,1,2,17,16,111,186,E2023,ALBA BERLIN
BAR,12000,91,23,41,10,22,15,18,11,26,37,17,7,14,3,0,22,20,106,187,E2023,FC BARCELONA
ZAL,12000,73,14,34,9,28,18,22,14,19,33,15,6,15,0,3,21,22,67,187,E2023,ZALGIRIS KAUNAS
BAS,12000,80,16,31,14,31,6,8,5,21,26,23,10,9,1,3,14,14,94,188,E2023,BASKONIA VITORIA-GASTEIZ
OLY,12000,69,18,37,10,22,3,6,11,27,38,19,4,17,3,1,14,14,81,188,E2023,OLYMPIACOS PIRAEUS
PAR,12000,88,23,44,10,21,12,17,14,30,44,17,1,12,5,4,23,23,102,189,E2023,PARTIZAN MOZZART BET BELGRADE
TEL,12000,79,20,37,8,30,15,20,12,21,33,17,4,10,4,5,24,23,77,189,E2023,MACCABI PLAYTIKA TEL AVIV
BER,12000,65,20,47,3,18,16,17,13,29,42,13,4,14,3,6,15,18,67,190,E2023,ALBA BERLIN
MUN,12000,82,19,43,13,30,5,9,15,29,44,20,8,10,6,3,18,15,99,190,E2023,FC BAYERN MUNICH
RED,12000,90,20,28,12,28,14,20,6,17,23,14,9,11,5,4,16,22,102,191,E2023,CRVENA ZVEZDA MERIDIANBET BELGRADE
BAS,12000,91,13,27,17,34,14,17,15,21,36,21,7,16,4,5,22,16,98,191,E2023,BASKONIA VITORIA-GASTEIZ
VIR,12000,73,17,36,11,31,6,8,9,29,38,16,8,15,5,1,16,16,83,192,E2023,VIRTUS SEGAFREDO BOLOGNA
ASV,12000,63,21,39,4,22,9,15,9,30,39,18,12,15,1,5,16,16,71,192,E2023,LDLC ASVEL VILLEURBANNE
IST,12000,98,29,48,11,22,7,8,7,33,40,27,4,9,7,1,16,15,134,193,E2023,ANADOLU EFES ISTANBUL
BAR,12000,74,24,47,6,23,8,14,10,21,31,19,6,8,1,7,15,16,71,193,E2023,FC BARCELONA
OLY,12000,89,19,39,13,29,12,19,15,25,40,22,9,9,2,2,19,18,107,194,E2023,OLYMPIACOS PIRAEUS
TEL,12000,72,17,34,8,23,14,18,9,24,33,13,5,13,2,2,20,19,73,194,E2023,MACCABI PLAYTIKA TEL AVIV
MCO,12000,98,23,35,13,30,13,17,8,27,35,25,12,13,4,1,20,18,125,195,E2023,AS MONACO
MAD,12000,74,17,33,9,31,13,18,12,24,36,10,8,19,1,4,18,20,65,195,E2023,REAL MADRID
PAN,12000,84,22,31,5,17,25,30,6,24,30,17,8,18,2,1,19,29,106,196,E2023,PANATHINAIKOS AKTOR ATHENS
PAR,12000,71,22,42,4,18,15,18,12,15,27,16,11,17,1,2,29,18,59,196,E2023,PARTIZAN MOZZART BET BELGRADE
PAM,12000,84,19,39,11,26,13,13,9,27,36,17,8,8,1,2,17,16,100,197,E2023,VALENCIA BASKET
MIL,12000,72,20,36,7,26,11,13,6,25,31,15,6,9,2,1,16,17,80,197,E2023,EA7 EMPORIO ARMANI MILAN
ZAL,12000,98,25,39,10,19,18,20,7,27,34,25,7,10,1,1,22,16,123,198,E2023,ZALGIRIS KAUNAS
ULK,12000,75,13,34,9,30,22,25,17,16,33,13,4,11,1,1,17,22,74,198,E2023,FENERBAHCE BEKO ISTANBUL
BER,12000,89,19,36,10,27,21,23,13,29,42,19,3,9,2,3,23,24,108,199,E2023,ALBA BERLIN
RED,12000,80,21,43,7,26,17,22,14,21,35,9,7,9,3,2,24,22,75,199,E2023,CRVENA ZVEZDA MERIDIANBET BELGRADE
MUN,12000,64,15,35,9,24,7,13,7,19,26,9,7,14,1,2,20,20,50,200,E2023,FC BAYERN MUNICH
ASV,12000,76,23,43,4,14,18,19,11,29,40,13,7,15,2,1,20,20,91,200,E2023,LDLC ASVEL VILLEURBANNE
ULK,12000,88,26,38,7,22,15,19,6,28,34,17,4,11,3,0,29,22,97,201,E2023,FENERBAHCE BEKO ISTANBUL
VIR,12000,75,17,42,8,17,17,27,10,22,32,14,5,10,0,3,22,29,76,201,E2023,VIRTUS SEGAFREDO BOLOGNA
TEL,12000,90,22,43,10,20,16,19,11,21,32,19,7,11,4,3,23,21,102,202,E2023,MACCABI PLAYTIKA TEL AVIV
PAN,12000,75,18,36,9,29,12,16,20,20,40,15,4,15,3,4,21,23,78,202,E2023,PANATHINAIKOS AKTOR ATHENS
MAD,12000,90,21,37,12,28,12,13,10,29,39,24,4,10,4,3,24,20,111,203,E2023,REAL MADRID
OLY,12000,85,22,44,9,26,14,22,14,22,36,21,7,7,3,4,20,22,96,203,E2023,OLYMPIACOS PIRAEUS
IST,12000,78,17,38,11,24,11,15,8,24,32,12,7,12,4,3,19,17,78,204,E2023,ANADOLU EFES ISTANBUL
MCO,12000,80,21,40,9,26,11,14,11,25,36,15,5,10,3,4,18,19,87,204,E2023,AS MONACO
MIL,12000,74,19,35,5,28,21,28,14,33,47,14,4,14,3,2,19,23,84,205,E2023,EA7 EMPORIO ARMANI MILAN
BAR,12000,70,20,47,5,20,15,20,14,27,41,19,5,11,2,3,25,19,70,205,E2023,FC BARCELONA
PAR,12000,81,25,33,4,16,19,23,5,21,26,9,9,14,1,1,20,23,90,206,E2023,PARTIZAN MOZZART BET BELGRADE
ZAL,12000,72,18,33,8,23,12,16,9,18,27,13,9,15,1,1,23,20,69,206,E2023,ZALGIRIS KAUNAS
BAS,12000,62,15,30,5,31,17,18,10,25,35,14,5,13,3,4,13,21,68,207,E2023,BASKONIA VITORIA-GASTEIZ
PAM,12000,77,21,40,9,23,8,9,8,29,37,17,7,13,4,3,21,12,83,207,E2023,VALENCIA BASKET
RED,12000,82,19,35,11,26,11,13,10,26,36,21,2,10,2,1,25,17,91,208,E2023,CRVENA ZVEZDA MERIDIANBET BELGRADE
PAM,12000,64,17,34,3,22,21,27,12,20,32,11,5,9,1,2,17,25,68,208,E2023,VALENCIA BASKET
MUN,13500,112,26,37,13,27,21,25,9,26,35,23,4,12,3,0,21,24,139,209,E2023,FC BAYERN MUNICH
BAS,13500,109,22,40,17,35,14,17,10,17,27,22,6,8,0,3,24,21,111,209,E2023,BASKONIA VITORIA-GASTEIZ
ASV,12000,73,20,46,4,17,21,26,20,18,38,13,4,10,2,7,20,23,72,210,E2023,LDLC ASVEL VILLEURBANNE
ULK,12000,83,19,35,10,23,15,17,12,19,31,20,4,11,7,2,23,20,98,210,E2023,FENERBAHCE BEKO ISTANBUL
OLY,12000,101,27,44,14,31,5,5,13,23,36,21,13,15,6,2,18,9,117,211,E2023,OLYMPIACOS PIRAEUS
BER,12000,87,17,34,12,25,17,19,8,19,27,17,6,17,2,6,10,18,92,211,E2023,ALBA BERLIN
MAD,12000,106,25,34,9,22,29,36,5,25,30,26,9,13,4,1,16,23,139,212,E2023,REAL MADRID
